COUNTRY,INCOME,AVG_YR_SCH
Iceland,43168.2141062077,13.28
India,1346.59158743828,5.592734
Indonesia,2593.31164512136,7.8
Iran,-1.0,10.12
Iraq,4773.25007506029,6.567189
Ireland,38740.0917008455,11.215
Isle of Man,-1.0,-1.0
Israel,32314.1591036844,12.92
Italy,29286.5089146795,10.22
Jamaica,4450.63934843603,8.854521
Japan,30542.9776938773,12.5859995
Jersey,-1.0,-1.0
Jordan,3857.53383385576,10.223508
Juan De Nova Island,-1.0,-1.0
Kazakhstan,8650.95066544383,11.833142
Kenya,1096.77854780682,6.7865157
Kiribati,2789.21618743396,8.723512
Kuwait,39694.1573477494,6.875
Kyrgyzstan,-1.0,11.358072
Laos,-1.0,5.378414
Latvia,11936.7588595393,12.86
Lebanon,6113.99873005568,9.522727
Lesotho,1092.37406122064,6.527522
Liberia,347.800595664606,4.5254827
Libya,7679.63077029158,7.805453
Liechtenstein,-1.0,12.057116
Lithuania,14144.8293175813,12.8
Luxembourg,75837.9784838629,13.43
Madagascar,410.556354926356,4.8871746
Madeira,-1.0,-1.0
Malawi,281.15420557733,5.1414537
Malaysia,7891.90706746868,10.146667
Maldives,7146.71386630201,5.9681163
Mali,681.475652339635,1.8775
Malta,-1.0,11.13
Marshall Islands,-1.0,11.082893
Martinique,-1.0,-1.0
Mauritania,1434.13781300389,4.213115
Mauritius,8839.16157794162,9.206379
Mayotte,-1.0,-1.0
Mexico,8590.45619553549,8.4
Micronesia,-1.0,-1.0
Moldova,3280.62100891156,11.7
Monaco,-1.0,-1.0
Mongolia,3154.45141003871,10.472025
Montenegro,6503.18620360659,11.721497
Montserrat,-1.0,-1.0
Morocco,3042.84619140625,5.152
Mozambique,558.593524280928,3.0475
Myanmar,1073.67581416925,4.5349555
Namibia,4683.99437631379,6.8678255
Nauru,-1.0,8.443652
Nepal,793.301808870675,3.648298
Netherlands,43058.0804561337,12.09
New Caledonia,-1.0,-1.0
New Zealand,36328.5976323359,13.28
Nicaragua,1715.00707149603,8.824556
Niger,565.399597127562,1.5086367
Nigeria,2601.38927302816,6.563106
Niue,-1.0,-1.0
Norfolk Island,-1.0,-1.0
North Korea,-1.0,-1.0
North Macedonia,4702.59729451752,10.544065
Northern Mariana Islands,-1.0,-1.0
Norway,78188.0489406389,12.71
Oman,12625.2135368869,9.344
Pakistan,1055.61842407064,5.16
Palau,-1.0,12.878922
Palestinian Territory,-1.0,-1.0
Panama,11008.5108731898,9.84
Papua New Guinea,2240.06933304336,4.597153
Paraguay,5817.49563275226,8.25
Peru,5707.09467391789,9.15
Philippines,2886.66682273683,8.907499
Pitcairn,-1.0,-1.0
Poland,11957.2090403552,12.84
Portugal,17781.0675219386,8.87
Puerto Rico,-1.0,-1.0
Qatar,66216.9341213578,9.72
Réunion,-1.0,-1.0
Romania,8035.84558101548,10.86
Russian Federation,11003.34375,-1.0
Rwanda,581.562426160807,4.06
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,10.600976
Saint Lucia,-1.0,8.391666
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,10.565578
Samoa,3484.39912227573,11.575675
San Marino,-1.0,10.3706255
Sao Tome and Principe,1282.8442993956,5.5059457
Saudi Arabia,21162.1818296448,9.8
Senegal,1218.5788020453,2.655935
Serbia,5425.80988016497,10.72
Seychelles,12397.8737005605,10.955847
Sierra Leone,624.78568817935,3.4245
Singapore,47257.5679847837,11.22
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,12.44
Slovenia,18948.9366946675,12.43
Solomon Islands,1950.61649809685,5.66468
Somalia,-1.0,-1.0
South Africa,5559.07100567993,10.15
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,12.024
South Sudan,794.589627603685,5.73
Spain,24711.0020776256,9.72
Sri Lanka,3591.51335667154,10.502857
Sudan,1780.38354492188,3.522
Suriname,6773.8705071438,8.144321
Svalbard,-1.0,-1.0
Sweden,51104.4307652468,12.29
Switzerland,68999.9181134434,13.64
Syria,-1.0,6.2136197
Tajikistan,1169.44365635036,11.310588
Tanzania,820.140991210938,5.4790463
Thailand,4414.57752298915,8.046666
Timor-Leste,-1.0,-1.0
Togo,508.496609729457,4.24929
Tokelau,-1.0,-1.0
Tonga,3796.40278252062,10.894276
Trinidad and Tobago,15701.4236640077,10.68166
Tunisia,3531.50959343833,6.97
Turkiye,10269.2934082314,-1.0
Turkmenistan,-1.0,10.830803
Turks and Caicos Islands,21872.7405892621,-1.0
Tuvalu,-1.0,9.937046
Uganda,668.026926806577,5.509925
Ukraine,2608.80590820313,11.2364435
United Arab Emirates,46014.762417163,10.503636
United Kingdom,39528.2851525258,12.89
United States,47503.2640533693,13.22
United States Minor Outlying Islands,-1.0,-1.0
Uruguay,15010.8655851817,8.61
US Virgin Islands,-1.0,-1.0
Uzbekistan,2239.18456758233,11.34
Vanuatu,2771.32973509906,6.4606733
Vatican City,-1.0,-1.0
Venezuela,-1.0,9.51
Vietnam,-1.0,7.99
Wallis and Futuna,-1.0,-1.0
Yemen,-1.0,3.7883198
Zambia,1361.68346189524,6.665157
Zimbabwe,1055.12331604719,8.11
