COUNTRY,INCOME
Afghanistan,505.230192626939
Albania,3509.84273933796
Algeria,3451.29035568153
American Samoa,-1.0
Andorra,-1.0
Angola,1874.74828012534
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,-1.0
Argentina,8565.3662972312
Armenia,2758.45814291575
Aruba,20212.2439423195
Australia,40434.7356960586
Austria,39022.2561552357
Azerbaijan,4040.20530953317
Azores,-1.0
Bahamas,-1.0
Bahrain,13750.0160713754
Bangladesh,749.617087690298
Barbados,14253.3407154721
Belarus,5017.31026339701
Belgium,36326.6393258806
Belize,3910.15309479702
Benin,835.803786457852
Bermuda,-1.0
Bhutan,1800.59358568594
Bolivia,1582.73248686047
Bonaire,-1.0
Bosnia and Herzegovina,3979.79131300303
Botswana,4662.3276199925
Bouvet Island,-1.0
Brazil,8878.02467633288
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,24906.5115231056
Bulgaria,5620.27110440547
Burkina Faso,536.407886584111
Burundi,134.1301500021
Cabo Verde,2717.13691380492
Cambodia,687.865575673481
Cameroon,1109.3610621597
Canada,38678.1805865567
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,435.557533809675
Chad,635.709884053866
Chile,9447.95226739735
China,3487.25899295549
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,5121.88844925238
Comoros,1271.99788953996
Congo,-1.0
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,7525.7074102306
Côte d'Ivoire,-1.0
Croatia,11109.9757454789
Cuba,4438.65621443693
Curacao,-1.0
Cyprus,26890.353515625
Czech Republic,-1.0
Denmark,48113.3360165044
Djibouti,973.70773001079
Dominica,6038.56470501054
Dominican Republic,5047.56073508055
Ecuador,3484.1741078187
Egypt,-1.0
El Salvador,2666.64703364976
Equatorial Guinea,2100.04140561219
Eritrea,482.188957012216
Estonia,11282.4223358694
Eswatini,3012.03665909451
Ethiopia,246.243603352113
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,3026.67596722832
Finland,38296.2127011865
France,34397.4075459986
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,3721.19121992458
Gambia,-1.0
