COUNTRY,AVG_YR_SCH
Afghanistan,1.8902262
Albania,9.626667
Algeria,5.8166666
American Samoa,-1.0
Andorra,10.53
Angola,3.8283973
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,10.550594
Argentina,10.6
Armenia,11.12
Aruba,-1.0
Australia,12.03
Austria,11.71
Azerbaijan,10.61
Azores,-1.0
Bahamas,11.86
Bahrain,8.03
Bangladesh,5.12
Barbados,9.652857
Belarus,11.285
Belgium,11.42
Belize,10.49
Benin,2.5614667
Bermuda,-1.0
Bhutan,2.359933
Bolivia,7.71
Bonaire,-1.0
Bosnia and Herzegovina,7.11
Botswana,8.87
Bouvet Island,-1.0
Brazil,6.88
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,-1.0
Bulgaria,10.72
Burkina Faso,1.1128571
Burundi,2.2966666
Cabo Verde,-1.0
Cambodia,3.872
Cameroon,5.2
Canada,13.512
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,3.2368796
Chad,1.807277
Chile,9.85
China,7.06
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,7.39
Comoros,4.2872415
Congo,7.5696816
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8.23
Côte d'Ivoire,-1.0
Croatia,11.019
Cuba,11.234
Curacao,-1.0
Cyprus,11.44
Czech Republic,-1.0
Denmark,12.43
Djibouti,2.5476246
Dominica,8.81879
Dominican Republic,7.24
Ecuador,7.85
Egypt,7.3763638
El Salvador,6.34
Equatorial Guinea,7.361837
Eritrea,4.673573
Estonia,13.33
Eswatini,5.8132706
Ethiopia,2.1325
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,9.657
Finland,12.42
France,10.78
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,7.57
Gambia,3.1728477
Georgia,12.384
Germany,13.85
Ghana,5.759268
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,10.21
Greenland,-1.0
Grenada,8.995317
Guadeloupe,-1.0
Guam,-1.0
Guatemala,4.416667
Guernsey,-1.0
Guinea,1.58
Guinea-Bissau,2.8608544
Guyana,7.267595
Haiti,4.722714
Heard Island and McDonald Islands,-1.0
Honduras,5.4224997
Hungary,11.88
Iceland,12.92
India,5.063276
Indonesia,7.4100003
Iran,9.71
Iraq,6.39987
Ireland,11.57
Isle of Man,-1.0
Israel,12.5
Italy,9.82
Jamaica,8.3565
Japan,12.53
Jersey,-1.0
Jordan,9.61
Juan De Nova Island,-1.0
Kazakhstan,11.174628
Kenya,5.82
Kiribati,8.368549
Kuwait,6.85
Kyrgyzstan,10.959614
Laos,4.9775925
Latvia,12.56
Lebanon,8.675454
Lesotho,5.869174
Liberia,4.1668673
Libya,7.31
Liechtenstein,11.755939
Lithuania,12.46
Luxembourg,12.84
Madagascar,4.704349
Madeira,-1.0
Malawi,4.5335903
Malaysia,9.7
Maldives,4.8790584
Mali,1.904
Malta,10.31
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,3.8318927
Mauritius,8.318182
Mayotte,-1.0
Mexico,8.01
Micronesia,-1.0
Moldova,11.49
Monaco,-1.0
Mongolia,10.04
Montenegro,11.174999
Montserrat,-1.0
Morocco,4.24
Mozambique,2.48
Myanmar,3.7380025
Namibia,6.398723
Nauru,8.00984
Nepal,3.468
Netherlands,11.98
New Caledonia,-1.0
New Zealand,13.376
Nicaragua,8.090975
Niger,1.5302445
Nigeria,6.2328315
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,9.40271
Northern Mariana Islands,-1.0
Norway,12.55
Oman,7.92
Pakistan,4.65
Palau,12.645643
Palestinian Territory,-1.0
Panama,9.28
Papua New Guinea,4.076955
Paraguay,7.28
Peru,8.87
Philippines,8.91
Pitcairn,-1.0
Poland,12.31
Portugal,8.06
Puerto Rico,-1.0
Qatar,8.55
Réunion,-1.0
Romania,10.73
Russian Federation,-1.0
Rwanda,3.7656717
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,9.625019
Saint Lucia,8.37
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,10.217404
Samoa,11.604
San Marino,9.958322
Sao Tome and Principe,5.239787
Saudi Arabia,8.946667
Senegal,2.22
Serbia,10.37
Seychelles,10.760565
Sierra Leone,3.3107002
Singapore,10.94
Sint Maarten,-1.0
Slovakia,12.276
Slovenia,12.06
Solomon Islands,5.4950423
Somalia,-1.0
South Africa,9.67
South Georgia and South Sandwich Islands,-1.0
South Korea,11.64
South Sudan,5.73
Spain,9.36
Sri Lanka,10.508572
Sudan,3.13
Suriname,7.982593
Svalbard,-1.0
Sweden,12.21
Switzerland,13.32
Syria,6.4337573
Tajikistan,11.164706
Tanzania,5.22
Thailand,7.61
Timor-Leste,-1.0
Togo,3.49
Tokelau,-1.0
Tonga,10.75
Trinidad and Tobago,10.47
Tunisia,6.65
Turkiye,-1.0
Turkmenistan,10.855897
Turks and Caicos Islands,-1.0
Tuvalu,9.467995
Uganda,5.1400003
Ukraine,11.512583
United Arab Emirates,9.830909
United Kingdom,13.21
United States,13.05
United States Minor Outlying Islands,-1.0
Uruguay,8.33
US Virgin Islands,-1.0
Uzbekistan,10.978846
Vanuatu,6.052021
Vatican City,-1.0
Venezuela,8.685
Vietnam,7.63
Wallis and Futuna,-1.0
Yemen,2.8969505
Zambia,6.3009644
Zimbabwe,7.666
