COUNTRY,INCOME,AVG_YR_SCH
Afghanistan,-1.0,1.5952808
Albania,2742.93361073877,9.148571
Algeria,2344.23095816995,6.17
American Samoa,-1.0,-1.0
Andorra,-1.0,10.41
Angola,1377.04750503861,3.6667945
Anguilla,-1.0,-1.0
Antarctica,-1.0,-1.0
Antigua and Barbuda,-1.0,9.988963
Argentina,4876.98577547155,10.19
Armenia,1871.85388833285,10.84
Aruba,21180.0594754113,-1.0
Australia,28348.2066374157,11.64
Austria,33992.1804344707,11.545
Azerbaijan,1378.44816504529,10.54
Azores,-1.0,-1.0
Bahamas,-1.0,11.532
Bahrain,13343.3473441481,8.167778
Bangladesh,472.399016981675,4.7999997
Barbados,13035.7923066674,9.545142
Belarus,3274.49139349025,10.914334
Belgium,32327.9315602045,11.05
Belize,4130.16074931148,8.521999
Benin,701.27947704401,2.5107334
Bermuda,-1.0,-1.0
Bhutan,1157.68613083794,-1.0
Bolivia,943.701416180688,6.9
Bonaire,-1.0,-1.0
Bosnia and Herzegovina,2937.61875382251,6.69163
Botswana,3850.60083072139,8.398
Bouvet Island,-1.0,-1.0
Brazil,4830.41055307377,6.32
British Indian Ocean Territory,-1.0,-1.0
British Virgin Islands,-1.0,-1.0
Brunei Darussalam,20105.5534720714,-1.0
Bulgaria,3734.94184005398,10.42
Burkina Faso,418.271359588533,1.32
Burundi,101.70743593661,2.3222222
Cabo Verde,1892.21415673918,-1.0
Cambodia,476.706205226609,3.808497
Cameroon,961.633918210079,3.4296365
Canada,33132.7886306989,13.32
Canarias,-1.0,-1.0
Cayman Islands,-1.0,-1.0
Central African Republic,308.219012316995,3.0120208
Chad,380.39834073812,1.592
Chile,6177.90916376771,9.773334
China,1700.97400565712,6.684
Christmas Island,-1.0,-1.0
Cocos Islands,-1.0,-1.0
Colombia,3038.60580827135,6.8
Comoros,1071.02622417173,3.65862
Congo,-1.0,7.51628
Congo DRC,-1.0,-1.0
Cook Islands,-1.0,-1.0
Costa Rica,4777.9395734418,8.0322895
Côte d'Ivoire,-1.0,-1.0
Croatia,9551.54968457016,10.535
Cuba,3740.40995273095,10.702
Curacao,-1.0,-1.0
Cyprus,22178.787109375,10.97
Czech Republic,-1.0,-1.0
Denmark,43212.5561727381,12.74
Djibouti,869.148527097657,2.0645514
Dominica,4979.27632733532,8.343772
Dominican Republic,3629.33292358589,7.012215
Ecuador,2311.74747405647,7.662941
Egypt,-1.0,6.42
El Salvador,2382.61781916208,5.73
Equatorial Guinea,3103.03957606856,6.9581356
Eritrea,396.743791909945,4.7034745
Estonia,10243.9726301284,13.2
Eswatini,2645.87457174315,4.7836566
Ethiopia,136.165114368748,1.9411409
Falkland Islands,-1.0,-1.0
Faroe Islands,-1.0,-1.0
Fiji,2987.4294710273,9.099091
Finland,34313.9569442522,12.23
France,31191.939103324,10.445
French Guiana,-1.0,-1.0
French Polynesia,-1.0,-1.0
French Southern Territories,-1.0,-1.0
Gabon,3095.18243200169,7.05
Gambia,-1.0,2.7588024
Georgia,1774.220478202,12.152
Germany,30794.4617063347,13.6
Ghana,741.165374425206,5.5207186
Gibraltar,-1.0,-1.0
Glorioso Islands,-1.0,-1.0
Greece,20786.2970200861,10.1
Greenland,-1.0,-1.0
Grenada,-1.0,8.815501
Guadeloupe,-1.0,-1.0
Guam,-1.0,-1.0
Guatemala,1920.23269584754,3.65
Guernsey,-1.0,-1.0
Guinea,374.853677347461,1.5257143
Guinea-Bissau,335.277190779933,2.27117
Guyana,2733.50918611166,6.6937976
Haiti,786.205596386632,4.364027
Heard Island and McDonald Islands,-1.0,-1.0
Honduras,1254.39192181879,4.9409504
Hungary,8913.27331223339,11.075
Iceland,-1.0,12.56
India,698.213955206732,4.634917
Indonesia,1113.10839668185,7.59
Iran,-1.0,9.87
Iraq,1590.41098817599,6.0926347
Ireland,39722.04914536,11.37
Isle of Man,-1.0,-1.0
Israel,18552.8636737514,11.78
Italy,28211.9089055601,9.39
Jamaica,3797.72133127971,8.0225
Japan,28494.955449886,12.352
Jersey,-1.0,-1.0
Jordan,2251.4658617969,8.832001
Juan De Nova Island,-1.0,-1.0
Kazakhstan,2838.76119569411,11.2725
Kenya,581.719839377265,6.080958
Kiribati,1462.6429509993,8.02717
Kuwait,41054.7797484507,6.14
Kyrgyzstan,-1.0,10.689
Laos,-1.0,4.681333
Latvia,7276.71282395309,12.3
Lebanon,3895.90674754671,7.8434567
Lesotho,1072.74068777147,5.83
Liberia,180.679466579976,3.9142063
Libya,7050.5711391169,6.614
Liechtenstein,-1.0,11.590291
Lithuania,7914.20036424818,12.01
Luxembourg,64252.3925829074,11.5375
Madagascar,274.264187460352,4.5215235
Madeira,-1.0,-1.0
Malawi,248.508442903298,3.925727
Malaysia,4322.18133344055,8.0825
Maldives,4372.89873870996,3.79
Mali,415.616335587245,1.44
Malta,-1.0,9.82
Marshall Islands,-1.0,-1.0
Martinique,-1.0,-1.0
Mauritania,1020.78223909115,3.4903767
Mauritius,5168.70654983895,7.5109096
Mayotte,-1.0,-1.0
Mexico,7195.6337665333,7.87
Micronesia,-1.0,-1.0
Moldova,1133.87793272322,11.034244
Monaco,-1.0,-1.0
Mongolia,1003.61435383359,9.64
Montenegro,4076.38935751579,10.755
Montserrat,-1.0,-1.0
Morocco,1990.34460449219,3.88
Mozambique,362.559525156455,2.1896539
Myanmar,183.879137588946,3.3431816
Namibia,3439.06495411414,6.1765165
Nauru,-1.0,7.5983152
Nepal,328.045958626438,3.26
Netherlands,37261.5560173229,11.89
New Caledonia,-1.0,-1.0
New Zealand,20882.7727176384,13.32
Nicaragua,1109.40427205016,7.5084243
Niger,349.324869307932,1.4036036
Nigeria,1336.14348433488,5.711049
Niue,-1.0,-1.0
Norfolk Island,-1.0,-1.0
North Korea,-1.0,-1.0
North Macedonia,2741.82575774019,8.261354
Northern Mariana Islands,-1.0,-1.0
Norway,57640.6815408474,12.37
Oman,8478.24843311912,7.302
Pakistan,672.93845184746,4.57
Palau,-1.0,12.413167
Palestinian Territory,-1.0,-1.0
Panama,4596.45615617308,8.72
Papua New Guinea,800.762613946603,3.7466698
Paraguay,1952.54580560553,7.07
Peru,2455.77696441398,7.93
Philippines,1381.08740907258,8.675
Pitcairn,-1.0,-1.0
Poland,7543.10852292025,11.93
Portugal,16057.5442472322,7.62
Puerto Rico,-1.0,-1.0
Qatar,42825.1091104195,9.086666
Réunion,-1.0,-1.0
Romania,4513.14597691315,10.408
Russian Federation,5363.662109375,-1.0
Rwanda,302.97730854156,3.1856716
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
