COUNTRY,AVG_YR_SCH
Afghanistan,2.7014368
Albania,10.072996
Algeria,7.02027
American Samoa,-1.0
Andorra,11.085
Angola,5.734512
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,11.7153225
Argentina,11.12
Armenia,11.283333
Aruba,-1.0
Australia,12.56
Austria,12.26
Azerbaijan,10.64
Azores,-1.0
Bahamas,12.635349
Bahrain,10.75
Bangladesh,6.55
Barbados,9.851714
Belarus,12.14
Belgium,12.38
Belize,8.864686
Benin,3.03354
Bermuda,-1.0
Bhutan,5.1702623
Bolivia,9.86
Bonaire,-1.0
Bosnia and Herzegovina,10.175
Botswana,10.34
Bouvet Island,-1.0
Brazil,8.125778
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,-1.0
Bulgaria,11.353333
Burkina Faso,2.1
Burundi,3.118817
Cabo Verde,-1.0
Cambodia,4.79837
Cameroon,6.478556
Canada,13.814
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,3.92959
Chad,2.23277
Chile,10.93491
China,7.8832603
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,8.64
Comoros,5.5852537
Congo,8.231862
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8.76
Côte d'Ivoire,-1.0
Croatia,11.849183
Cuba,10.66362
Curacao,-1.0
Cyprus,12.36
Czech Republic,-1.0
Denmark,12.91
Djibouti,3.8418875
Dominica,9.887581
Dominican Republic,8.86548
Ecuador,8.803333
Egypt,9.577677
El Salvador,7.11
Equatorial Guinea,8.224218
Eritrea,4.934771
Estonia,13.6050005
Eswatini,8.092304
Ethiopia,2.37953
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,10.500484
Finland,12.87
France,11.61
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,9.436
Gambia,4.3061304
Georgia,12.82
Germany,14.17
Ghana,6.515184
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,11.12
Greenland,-1.0
Grenada,9.391252
Guadeloupe,-1.0
Guam,-1.0
Guatemala,5.68
Guernsey,-1.0
Guinea,2.2427104
Guinea-Bissau,3.673035
Guyana,8.55864
Haiti,5.3823
Heard Island and McDonald Islands,-1.0
Honduras,7.09
Hungary,12.16
Iceland,13.73
India,6.28138
Indonesia,8.360001
Iran,10.628754
Iraq,6.7184553
Ireland,11.57656
Isle of Man,-1.0
Israel,13.340287
Italy,10.654
Jamaica,9.545389
Japan,12.656
Jersey,-1.0
Jordan,10.400001
Juan De Nova Island,-1.0
Kazakhstan,12.321372
Kenya,7.99466
Kiribati,9.082991
Kuwait,7.3335404
Kyrgyzstan,11.858758
Laos,5.8533
Latvia,13.25
Lebanon,10.37
Lesotho,7.362815
Liberia,5.55971
Libya,7.7852817
Liechtenstein,12.308097
Lithuania,13.396667
Luxembourg,12.544834
Madagascar,4.91084
Madeira,-1.0
Malawi,5.253676
Malaysia,10.65
Maldives,7.1112385
Mali,2.04184
Malta,12.025001
Marshall Islands,11.448945
Martinique,-1.0
Mauritania,4.646497
Mauritius,9.880609
Mayotte,-1.0
Mexico,9.075
Micronesia,-1.0
Moldova,11.76
Monaco,-1.0
Mongolia,10.1620245
Montenegro,12.462847
Montserrat,-1.0
Morocco,5.916
Mozambique,3.5933332
Myanmar,6.38
Namibia,7.190848
Nauru,9.073601
Nepal,4.33325
Netherlands,12.45
New Caledonia,-1.0
New Zealand,13.037499
Nicaragua,9.633654
Niger,1.2936312
Nigeria,7.19197
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,10.95771
Northern Mariana Islands,-1.0
Norway,13.0
Oman,11.42
Pakistan,4.54
Palau,13.177624
Palestinian Territory,-1.0
Panama,10.54
Papua New Guinea,4.8923454
Paraguay,8.81
Peru,9.889816
Philippines,8.97
Pitcairn,-1.0
Poland,13.12
Portugal,9.33
Puerto Rico,-1.0
Qatar,10.146
Réunion,-1.0
Romania,11.28
Russian Federation,-1.0
Rwanda,4.604155
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,10.8494005
Saint Lucia,8.55
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,11.043877
Samoa,11.4018
San Marino,11.015
Sao Tome and Principe,5.84581
Saudi Arabia,10.946667
Senegal,2.84146
Serbia,11.37
Seychelles,11.19995
Sierra Leone,3.50323
Singapore,11.68
Sint Maarten,-1.0
Slovakia,12.91
Slovenia,12.8
Solomon Islands,5.8506646
Somalia,-1.0
South Africa,11.37
South Georgia and South Sandwich Islands,-1.0
South Korea,12.518212
South Sudan,5.73
Spain,10.375
Sri Lanka,10.63
Sudan,3.82
Suriname,8.347084
Svalbard,-1.0
Sweden,12.61
Switzerland,13.86
Syria,5.976072
Tajikistan,11.332322
Tanzania,5.7082
Thailand,8.7
Timor-Leste,-1.0
Togo,5.336356
Tokelau,-1.0
Tonga,10.8514
Trinidad and Tobago,10.751091
Tunisia,7.29
Turkiye,-1.0
Turkmenistan,11.07856
Turks and Caicos Islands,-1.0
Tuvalu,10.52336
Uganda,6.14643
Ukraine,11.134922
United Arab Emirates,12.69
United Kingdom,13.326667
United States,13.59
United States Minor Outlying Islands,-1.0
Uruguay,8.98
US Virgin Islands,-1.0
Uzbekistan,11.9
Vanuatu,7.0457826
Vatican City,-1.0
Venezuela,9.820335
Vietnam,8.44
Wallis and Futuna,-1.0
Yemen,4.6707754
Zambia,7.1571217
Zimbabwe,8.68746
