COUNTRY,INCOME,AVG_YR_SCH
Afghanistan,468.403505762558,2.7014368
Albania,4848.49843266129,10.072996
Algeria,3098.16384106335,7.02027
American Samoa,-1.0,-1.0
Andorra,-1.0,11.085
Angola,1327.80344902045,5.734512
Anguilla,-1.0,-1.0
Antarctica,-1.0,-1.0
Antigua and Barbuda,-1.0,11.7153225
Argentina,8237.6981192802,11.12
Armenia,4019.85844444165,11.283333
Aruba,26027.0171242373,-1.0
Australia,42130.8946366101,12.56
Austria,40712.5753412494,12.26
Azerbaijan,3656.14168229445,10.64
Azores,-1.0,-1.0
Bahamas,-1.0,12.635349
Bahrain,18906.7087821266,10.75
Bangladesh,2186.77189399317,6.55
Barbados,15878.5251742674,9.851714
Belarus,5563.11300876083,12.14
Belgium,38340.1219991244,12.38
Belize,4827.92232250741,8.864686
Benin,1002.59329761825,3.03354
Bermuda,-1.0,-1.0
Bhutan,2913.82294271524,5.1702623
Bolivia,2940.9443192345,9.86
Bonaire,-1.0,-1.0
Bosnia and Herzegovina,5104.82014672678,10.175
Botswana,5277.73306330877,10.34
Bouvet Island,-1.0,-1.0
Brazil,6818.4920461384,8.125778
British Indian Ocean Territory,-1.0,-1.0
British Virgin Islands,-1.0,-1.0
Brunei Darussalam,23965.6856969375,-1.0
Bulgaria,8608.71424825069,11.353333
Burkina Faso,652.899836364066,2.1
Burundi,152.586259145304,3.118817
Cabo Verde,3334.09287310309,-1.0
Cambodia,1390.35959003667,4.79837
Cameroon,1268.70514008161,6.478556
Canada,37785.7276089272,13.814
Canarias,-1.0,-1.0
Cayman Islands,-1.0,-1.0
Central African Republic,393.023450587441,3.92959
Chad,496.022884590142,2.23277
Chile,11461.2031329121,10.93491
China,7470.11381485915,7.8832603
Christmas Island,-1.0,-1.0
Cocos Islands,-1.0,-1.0
Colombia,5391.53417486232,8.64
Comoros,1403.49390039547,5.5852537
Congo,-1.0,8.231862
Congo DRC,-1.0,-1.0
Cook Islands,-1.0,-1.0
Costa Rica,11493.0208012993,8.76
Côte d'Ivoire,-1.0,-1.0
Croatia,13113.7613041445,11.849183
Cuba,7891.25881531488,10.66362
Curacao,-1.0,-1.0
Cyprus,24023.439453125,12.36
Czech Republic,-1.0,-1.0
Denmark,50967.6115024073,12.91
Djibouti,2423.39556736461,3.8418875
Dominica,7587.30852341223,9.887581
Dominican Republic,7270.19205065452,8.86548
Ecuador,4622.75733351035,8.803333
Egypt,-1.0,9.577677
El Salvador,3567.95755864773,7.11
Equatorial Guinea,2356.55428570265,8.224218
Eritrea,-1.0,4.934771
Estonia,19062.7694888207,13.6050005
Eswatini,2664.96216475814,8.092304
Ethiopia,708.74181914855,2.37953
Falkland Islands,-1.0,-1.0
Faroe Islands,-1.0,-1.0
Fiji,4730.10107419663,10.500484
Finland,39659.4052411715,12.87
France,33898.51679871,11.61
French Guiana,-1.0,-1.0
French Polynesia,-1.0,-1.0
French Southern Territories,-1.0,-1.0
Gabon,4477.60265291533,9.436
Gambia,-1.0,4.3061304
Georgia,3802.12660500943,12.82
Germany,39718.0023342505,14.17
Ghana,1742.95325322174,6.515184
Gibraltar,-1.0,-1.0
Glorioso Islands,-1.0,-1.0
Greece,16155.1136681952,11.12
Greenland,-1.0,-1.0
Grenada,-1.0,9.391252
Guadeloupe,-1.0,-1.0
Guam,-1.0,-1.0
Guatemala,3889.82437369552,5.68
Guernsey,-1.0,-1.0
Guinea,834.39033303206,2.2427104
Guinea-Bissau,640.688927932318,3.673035
Guyana,5832.31051620157,8.55864
Haiti,1260.14265114928,5.3823
Heard Island and McDonald Islands,-1.0,-1.0
Honduras,2202.27085729598,7.09
Hungary,13759.4277925854,12.16
Iceland,57484.4960902655,13.73
India,1784.9487427604,6.28138
Indonesia,3080.80722543722,8.360001
Iran,-1.0,10.628754
Iraq,4315.56392209794,6.7184553
Ireland,41939.185003097,11.57656
Isle of Man,-1.0,-1.0
Israel,37723.8494525074,13.340287
Italy,28011.1654797522,10.654
Jamaica,5023.71403246167,9.545389
Japan,32283.7707170925,12.656
Jersey,-1.0,-1.0
Jordan,3983.96832628706,10.400001
Juan De Nova Island,-1.0,-1.0
Kazakhstan,6467.85264046512,12.321372
Kenya,1676.29579150204,7.99466
Kiribati,2900.96263916282,9.082991
Kuwait,29080.1062170505,7.3335404
Kyrgyzstan,-1.0,11.858758
Laos,-1.0,5.8533
Latvia,13837.831744773,13.25
Lebanon,6971.8301788814,10.37
Lesotho,1054.94924662299,7.362815
Liberia,352.741752606161,5.55971
Libya,8419.92661528899,7.7852817
Liechtenstein,-1.0,12.308097
Lithuania,16357.8528123759,13.396667
Luxembourg,62146.077047776,12.544834
Madagascar,425.907806560982,4.91084
Madeira,-1.0,-1.0
Malawi,512.398439006432,5.253676
Malaysia,7839.04574676528,10.65
Maldives,9068.84887754588,7.1112385
Mali,694.982488212734,2.04184
Malta,-1.0,12.025001
Marshall Islands,-1.0,11.448945
Martinique,-1.0,-1.0
Mauritania,1633.70246797287,4.646497
Mauritius,10263.5380992465,9.880609
Mayotte,-1.0,-1.0
Mexico,7866.61444224569,9.075
Micronesia,-1.0,-1.0
Moldova,4190.86522108805,11.76
Monaco,-1.0,-1.0
Mongolia,3115.04073741721,10.1620245
Montenegro,7819.28334361077,12.462847
Montserrat,-1.0,-1.0
Morocco,3125.27807617188,5.916
Mozambique,395.08234998108,3.5933332
Myanmar,1149.99700078204,6.38
Namibia,4030.65458926136,7.190848
Nauru,-1.0,9.073601
Nepal,1131.12630469167,4.33325
Netherlands,42706.659125801,12.45
New Caledonia,-1.0,-1.0
New Zealand,35484.2010543941,13.037499
Nicaragua,1713.32415498163,9.633654
Niger,565.801307632101,1.2936312
Nigeria,1790.76350333497,7.19197
Niue,-1.0,-1.0
Norfolk Island,-1.0,-1.0
North Korea,-1.0,-1.0
North Macedonia,5290.93843273119,10.95771
Northern Mariana Islands,-1.0,-1.0
Norway,60649.0231328457,13.0
Oman,12866.7516951808,11.42
Pakistan,1293.15844379316,4.54
Palau,-1.0,13.177624
Palestinian Territory,-1.0,-1.0
Panama,13335.6378875892,10.54
Papua New Guinea,2009.50093431854,4.8923454
Paraguay,5194.12724845845,8.81
Peru,6033.40253604326,9.889816
Philippines,3391.15123856357,8.97
Pitcairn,-1.0,-1.0
Poland,13241.2566021095,13.12
Portugal,18587.7770796772,9.33
Puerto Rico,-1.0,-1.0
Qatar,48711.3199897429,10.146
Réunion,-1.0,-1.0
Romania,10527.7675145004,11.28
Russian Federation,8831.005859375,-1.0
Rwanda,655.583357565946,4.604155
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,10.8494005
Saint Lucia,-1.0,8.55
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,11.043877
Samoa,3824.03161411155,11.4018
San Marino,-1.0,11.015
Sao Tome and Principe,1484.62878751098,5.84581
Saudi Arabia,22182.1979990759,10.946667
Senegal,1241.17861786887,2.84146
Serbia,5940.80437873148,11.37
Seychelles,14365.2021208322,11.19995
Sierra Leone,458.897861445457,3.50323
Singapore,46216.4181019565,11.68
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,12.91
Slovenia,20799.5597845233,12.8
Solomon Islands,2014.75379678334,5.8506646
Somalia,-1.0,-1.0
South Africa,5311.80441687553,11.37
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,12.518212
South Sudan,-1.0,5.73
Spain,25134.5828703277,10.375
Sri Lanka,3671.849396381,10.63
Sudan,599.962585449219,3.82
Suriname,4748.67207939129,8.347084
Svalbard,-1.0,-1.0
Sweden,44558.1229340654,12.61
Switzerland,62588.3361826227,13.86
Syria,-1.0,5.976072
Tajikistan,891.049573819219,11.332322
Tanzania,953.716186523438,5.7082
Thailand,5929.27341001356,8.7
Timor-Leste,1406.78611028602,-1.0
Togo,769.872203876814,5.336356
Tokelau,-1.0,-1.0
Tonga,4809.50498122583,10.8514
Trinidad and Tobago,13523.1394036934,10.751091
Tunisia,2994.61456693975,7.29
Turkiye,7621.52312657109,-1.0
Turkmenistan,5005.01090716805,11.07856
Turks and Caicos Islands,24053.093562084,-1.0
Tuvalu,-1.0,10.52336
Uganda,624.822797773614,6.14643
Ukraine,3197.59155273438,11.134922
United Arab Emirates,40195.6918623453,12.69
United Kingdom,-1.0,13.326667
United States,55301.012168174,13.59
United States Minor Outlying Islands,-1.0,-1.0
Uruguay,15913.7764425847,8.98
