COUNTRY,INCOME
Afghanistan,-1.0
Albania,3830.34092728254
Algeria,3513.90528092024
American Samoa,-1.0
Andorra,-1.0
Angola,1516.98612035442
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,-1.0
Argentina,7545.53378699695
Armenia,3546.08423602177
Aruba,24097.9467110425
Australia,38072.6751896914
Austria,43635.1099279055
Azerbaijan,3092.1880393251
Azores,-1.0
Bahamas,-1.0
Bahrain,15798.9448977387
Bangladesh,605.30816884109
Barbados,14762.8667368412
Belarus,5353.01906035806
Belgium,40409.1579109223
Belize,3983.4384661934
Benin,922.457129343405
Bermuda,-1.0
Bhutan,1529.15259368357
Bolivia,1381.63511437865
Bonaire,-1.0
Bosnia and Herzegovina,4460.06215885733
Botswana,4053.78176681978
Bouvet Island,-1.0
Brazil,7170.01598838933
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,26276.5888284849
Bulgaria,5971.73998792042
Burkina Faso,564.584153863897
Burundi,99.4307718501921
Cabo Verde,3010.87131576705
Cambodia,659.228334476388
Cameroon,1161.88982717806
Canada,37787.1470445015
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,400.173095929089
Chad,501.166244221582
Chile,7650.1610186608
China,2703.09678898876
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,4376.98725240738
Comoros,1339.11690269397
Congo,-1.0
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,6410.92582920371
Côte d'Ivoire,-1.0
Croatia,13195.9447398868
Cuba,4228.49691594102
Curacao,-1.0
Cyprus,30762.45703125
Czech Republic,-1.0
Denmark,52156.6411717294
Djibouti,1025.51849157762
Dominica,5760.41318250683
Dominican Republic,4634.8456121819
Ecuador,3002.38903530129
Egypt,-1.0
El Salvador,2642.60240748144
Equatorial Guinea,5588.67752642907
Eritrea,433.104128692169
Estonia,14305.9191600524
Eswatini,2523.879048948
Ethiopia,229.111564691415
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,3483.46924064844
Finland,44209.8634258462
France,38690.7406915146
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,4023.71330786928
Gambia,-1.0
Georgia,2882.58018674388
Germany,38083.9347752768
Ghana,980.949161411893
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,26298.8488357478
Greenland,-1.0
Grenada,-1.0
Guadeloupe,-1.0
Guam,-1.0
Guatemala,2376.82207295191
Guernsey,-1.0
Guinea,590.065168691985
Guinea-Bissau,445.564058207816
Guyana,3584.96752977616
Haiti,1055.32440169295
Heard Island and McDonald Islands,-1.0
Honduras,1565.55540963517
Hungary,12114.250129756
Iceland,-1.0
India,850.574769256888
Indonesia,1522.69023336898
Iran,-1.0
Iraq,3568.36598351699
Ireland,44667.2992086158
Isle of Man,-1.0
Israel,24640.182329497
Italy,33583.5568799886
Jamaica,4363.19184475489
Japan,31016.5669173376
Jersey,-1.0
Jordan,3041.53688362848
Juan De Nova Island,-1.0
Kazakhstan,4934.35718946415
Kenya,763.586805925497
Kiribati,1877.17035629495
Kuwait,49271.7994826559
Kyrgyzstan,-1.0
Laos,-1.0
Latvia,12648.5630682463
Lebanon,5096.210196868
Lesotho,1102.2625568441
Liberia,245.42838973632
Libya,9798.43334493738
Liechtenstein,-1.0
Lithuania,12654.5266429362
Luxembourg,82579.1775835058
Madagascar,435.437549757463
Madeira,-1.0
Malawi,311.157886630261
Malaysia,5932.68785894949
Maldives,5242.38308861606
Mali,558.072771633639
Malta,-1.0
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,1303.06879169832
Mauritius,7248.64087314259
Mayotte,-1.0
Mexico,7868.49407274107
Micronesia,-1.0
Moldova,2007.00225035806
Monaco,-1.0
Mongolia,1639.62893644719
Montenegro,6625.94508277523
Montserrat,-1.0
Morocco,2610.6884765625
Mozambique,478.810826026984
Myanmar,380.002166070703
Namibia,3550.82877185923
Nauru,-1.0
Nepal,448.138918720226
Netherlands,45441.8743143044
New Caledonia,-1.0
New Zealand,23867.8512093171
Nicaragua,1364.93152351323
Niger,495.430648432826
Nigeria,1745.06410914623
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,3923.60396580524
Northern Mariana Islands,-1.0
Norway,72925.9561600789
Oman,13502.3699636102
Pakistan,798.431700794367
Palau,-1.0
Palestinian Territory,-1.0
Panama,6330.10185655299
Papua New Guinea,1109.97634838714
Paraguay,3723.95356942442
Peru,3432.64940838226
Philippines,1905.92569413372
Pitcairn,-1.0
Poland,11941.3174463888
Portugal,19952.0910300002
Puerto Rico,-1.0
Qatar,53179.3846391975
Réunion,-1.0
Romania,8526.60926118627
Russian Federation,9083.5810546875
Rwanda,429.020446129538
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,-1.0
Saint Lucia,-1.0
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,-1.0
Samoa,2859.98268857993
San Marino,-1.0
Sao Tome and Principe,960.893340307901
Saudi Arabia,16970.3321230237
Senegal,1252.85642099516
Serbia,5846.68126472075
Seychelles,9006.17044511883
Sierra Leone,390.682052059831
Singapore,32449.6034197398
Sint Maarten,-1.0
Slovakia,-1.0
Slovenia,21884.9053071497
Solomon Islands,1293.66441466063
Somalia,-1.0
South Africa,4767.05887607161
South Georgia and South Sandwich Islands,-1.0
South Korea,-1.0
South Sudan,-1.0
Spain,29598.6105981013
Sri Lanka,1803.63201934867
Sudan,-1.0
Suriname,5041.65494840458
Svalbard,-1.0
Sweden,48848.5867755917
Switzerland,52789.1402349311
Syria,-1.0
Tajikistan,837.238886743834
Tanzania,584.149719238281
Thailand,3397.77077926593
Timor-Leste,-1.0
Togo,443.60023330905
Tokelau,-1.0
Tonga,3017.22800727367
Trinidad and Tobago,15740.6692280888
Tunisia,3090.02754422006
Turkiye,9024.59580737861
Turkmenistan,1845.2851233474
Turks and Caicos Islands,-1.0
Tuvalu,-1.0
Uganda,348.309527667334
Ukraine,3234.47412109375
United Arab Emirates,42200.7742013122
United Kingdom,39510.5171466277
United States,40165.5509788941
United States Minor Outlying Islands,-1.0
Uruguay,8730.59340499925
US Virgin Islands,-1.0
Uzbekistan,821.091707098887
Vanuatu,2385.71289369937
Vatican City,-1.0
Venezuela,-1.0
Vietnam,-1.0
Wallis and Futuna,-1.0
Yemen,-1.0
Zambia,940.023613478814
Zimbabwe,18.5252916266247
