COUNTRY,AVG_YR_SCH
Afghanistan,1.5215443
Albania,9.082857
Algeria,5.97994
American Samoa,-1.0
Andorra,10.09
Angola,3.6263938
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,9.853291
Argentina,10.099999
Armenia,10.7699995
Aruba,-1.0
Australia,11.55
Austria,11.56
Azerbaijan,10.5
Azores,-1.0
Bahamas,11.45
Bahrain,8.202222
Bangladesh,4.72
Barbados,9.518214
Belarus,10.823963
Belgium,11.027264
Belize,8.03
Benin,2.49805
Bermuda,-1.0
Bhutan,-1.0
Bolivia,6.962
Bonaire,-1.0
Bosnia and Herzegovina,6.6785245
Botswana,8.28
Bouvet Island,-1.0
Brazil,6.15
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,-1.0
Bulgaria,10.344
Burkina Faso,1.3436242
Burundi,2.2683334
Cabo Verde,-1.0
Cambodia,3.6869936
Cameroon,3.369273
Canada,13.188
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,2.955806
Chad,1.536
Chile,9.736667
China,6.5899997
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,7.28
Comoros,3.5014646
Congo,7.5029297
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8.054579
Côte d'Ivoire,-1.0
Croatia,10.4140005
Cuba,10.569
Curacao,-1.0
Cyprus,10.72
Czech Republic,-1.0
Denmark,12.83
Djibouti,1.9588367
Dominica,8.225018
Dominican Republic,6.8544297
Ecuador,7.605882
Egypt,6.4110003
El Salvador,5.6042857
Equatorial Guinea,6.860718
Eritrea,4.7109795
Estonia,13.03
Eswatini,4.5262527
Ethiopia,1.8622817
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,8.958181
Finland,12.18
France,10.32
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,6.92
Gambia,2.655291
Georgia,12.094
Germany,13.7
Ghana,5.461081
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,9.75
Greenland,-1.0
Grenada,8.7711115
Guadeloupe,-1.0
Guam,-1.0
Guatemala,3.7
Guernsey,-1.0
Guinea,1.5121429
Guinea-Bissau,2.1485682
Guyana,6.5503483
Haiti,4.274355
Heard Island and McDonald Islands,-1.0
Honduras,4.931901
Hungary,10.83
Iceland,12.47
India,4.5278273
Indonesia,7.316875
Iran,9.559948
Iraq,6.0111656
Ireland,11.23
Isle of Man,-1.0
Israel,11.275001
Italy,9.27
Jamaica,7.9389997
Japan,12.3075
Jersey,-1.0
Jordan,8.488
Juan De Nova Island,-1.0
Kazakhstan,11.025001
Kenya,6.004611
Kiribati,7.9440236
Kuwait,6.11
Kyrgyzstan,10.632
Laos,4.6072683
Latvia,12.25
Lebanon,7.6517177
Lesotho,6.0453377
Liberia,3.851041
Libya,6.44
Liechtenstein,11.6053505
Lithuania,11.87
Luxembourg,11.445
Madagascar,4.4758167
Madeira,-1.0
Malawi,3.773761
Malaysia,7.59
Maldives,3.4919868
Mali,1.3602606
Malta,9.78
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,3.4049976
Mauritius,7.309091
Mayotte,-1.0
Mexico,7.49
Micronesia,-1.0
Moldova,10.7884865
Monaco,-1.0
Mongolia,9.54
Montenegro,10.65
Montserrat,-1.0
Morocco,3.79
Mozambique,2.1395385
Myanmar,3.2444766
Namibia,6.120965
Nauru,7.498781
Nepal,3.208
Netherlands,11.79
New Caledonia,-1.0
New Zealand,13.2699995
Nicaragua,7.362787
Niger,1.3719434
Nigeria,5.4882483
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,7.976016
Northern Mariana Islands,-1.0
Norway,12.28
Oman,6.9579997
Pakistan,4.5821924
Palau,12.355048
Palestinian Territory,-1.0
Panama,8.58
Papua New Guinea,3.6640985
Paraguay,7.35
Peru,7.92
Philippines,8.6575
Pitcairn,-1.0
Poland,11.809999
Portugal,7.49
Puerto Rico,-1.0
Qatar,8.693334
Réunion,-1.0
Romania,10.226
Russian Federation,-1.0
Rwanda,3.0406716
Saba,-1.0
