COUNTRY,INCOME,AVG_YR_SCH
Afghanistan,-1.0,1.3155507
Albania,1186.74338268123,8.82
Algeria,1339.51367805351,5.683261
American Samoa,-1.0,-1.0
Andorra,-1.0,9.898915
Angola,254.31592168361,3.464791
Anguilla,-1.0,-1.0
Antarctica,-1.0,-1.0
Antigua and Barbuda,-1.0,9.328779
Argentina,5979.26376052811,8.87
Armenia,575.036827621331,10.49
Aruba,17979.8881895396,-1.0
Australia,15632.6872788808,11.3416195
Austria,20142.9099925948,11.197144
Azerbaijan,456.27250166494,10.34
Azores,-1.0,-1.0
Bahamas,-1.0,11.122
Bahrain,9423.38974166774,8.34
Bangladesh,373.945462492766,4.4
Barbados,10099.0391806525,9.095643
Belarus,1057.56631010623,10.469901
Belgium,19540.0712800529,10.638674
Belize,3716.46419776707,7.3414283
Benin,408.805241590461,2.375
Bermuda,-1.0,-1.0
Bhutan,675.730698239416,-1.0
Bolivia,806.644815387737,7.21
Bonaire,-1.0,-1.0
Bosnia and Herzegovina,1382.43950060812,6.626102
Botswana,2772.07135621599,7.744
Bouvet Island,-1.0,-1.0
Brazil,2580.69995030409,5.449134
British Indian Ocean Territory,-1.0,-1.0
British Virgin Islands,-1.0,-1.0
Brunei Darussalam,11969.6440175806,-1.0
Bulgaria,1546.24502547765,10.04
Burkina Faso,242.119634817582,-1.0
Burundi,87.9565345339658,2.0527778
Cabo Verde,1063.30525977161,-1.0
Cambodia,286.368937031684,3.4356077
Cameroon,562.987205373744,3.0588317
Canada,18986.1829403748,12.66
Canarias,-1.0,-1.0
Cayman Islands,-1.0,-1.0
Central African Republic,216.673471074707,2.6656656
Chad,168.186309984109,1.3301578
Chile,3729.04274715879,9.285988
China,876.871248555301,6.2139997
Christmas Island,-1.0,-1.0
Cocos Islands,-1.0,-1.0
Colombia,2036.01199066461,6.9145455
Comoros,640.588463245581,2.8728433
Congo,-1.0,7.3106837
Congo DRC,-1.0,-1.0
Cook Islands,-1.0,-1.0
Costa Rica,3569.74283999624,7.6574225
Côte d'Ivoire,-1.0,-1.0
Croatia,4265.19547370258,9.93
Cuba,2439.79586166351,10.083659
Curacao,-1.0,-1.0
Cyprus,11974.1357421875,10.0725
Czech Republic,-1.0,-1.0
Denmark,24860.1882836577,12.64
Djibouti,730.026765166001,1.5874076
Dominica,4287.6541348748,7.75
Dominican Republic,2715.99616999189,6.5429583
Ecuador,1464.68818935906,7.377647
Egypt,-1.0,6.375
El Salvador,1881.76761388604,5.1014285
Equatorial Guinea,-1.0,6.4844966
Eritrea,279.791828679363,-1.0
Estonia,3713.51676092676,12.35
Eswatini,1327.35794726166,5.370768
Ethiopia,89.4772243841399,1.5565916
Falkland Islands,-1.0,-1.0
Faroe Islands,-1.0,-1.0
Fiji,1704.79914972953,8.394546
Finland,20702.8171092934,11.642308
France,19369.6612462867,9.663571
French Guiana,-1.0,-1.0
French Polynesia,-1.0,-1.0
French Southern Territories,-1.0,-1.0
Gabon,1834.30622841197,6.304
Gambia,-1.0,2.3222547
Georgia,694.344137111374,11.862832
Germany,19447.0356944079,12.764823
Ghana,202.617162893598,5.2702413
Gibraltar,-1.0,-1.0
Glorioso Islands,-1.0,-1.0
Greece,-1.0,9.232857
Greenland,-1.0,-1.0
Grenada,-1.0,-1.0
Guadeloupe,-1.0,-1.0
Guam,-1.0,-1.0
Guatemala,1390.04458728503,3.8835146
Guernsey,-1.0,-1.0
Guinea,277.635363267771,1.4578571
Guinea-Bissau,248.668019479676,-1.0
Guyana,747.399288616746,6.065496
Haiti,736.494051641808,3.8439305
Heard Island and McDonald Islands,-1.0,-1.0
Honduras,1020.24570751759,4.66404
Hungary,3992.59880176408,10.24
Iceland,-1.0,11.883761
India,395.602518961072,4.2197094
Indonesia,526.314350932635,6.2243752
Iran,-1.0,8.678746
Iraq,1054.81940433984,5.685289
Ireland,20897.7995573813,10.67
Isle of Man,-1.0,-1.0
Israel,16734.6485765903,10.635375
Italy,17393.4475276397,8.84
Jamaica,3057.40468819469,7.605
Japan,26963.2759163497,12.1295
Jersey,-1.0,-1.0
Jordan,1530.68527069219,7.50638
Juan De Nova Island,-1.0,-1.0
Kazakhstan,950.665736415632,10.035
Kenya,331.555826174757,5.5424004
Kiribati,1150.78052490049,7.6199617
Kuwait,16763.551736274,6.1918764
Kyrgyzstan,-1.0,10.404
Laos,-1.0,4.3197227
Latvia,2656.41402090795,11.635788
Lebanon,3443.8005442675,-1.0
Lesotho,545.581314515029,5.2122283
Liberia,155.13624155931,3.59023
Libya,-1.0,5.752
Liechtenstein,-1.0,11.24107
Lithuania,2951.42623643032,11.132706
Luxembourg,37797.4519676338,10.73
Madagascar,280.315611534514,4.0346956
Madeira,-1.0,-1.0
Malawi,114.775159083937,3.1658976
Malaysia,2585.73513591297,8.254
Maldives,2605.94310602471,3.4737875
Mali,251.269640593594,1.219544
Malta,-1.0,7.9319997
Marshall Islands,-1.0,-1.0
Martinique,-1.0,-1.0
Mauritania,592.202202104776,3.0960069
Mauritius,3452.21285097051,6.501818
Mayotte,-1.0,-1.0
Mexico,6276.27060814213,6.8174996
Micronesia,-1.0,-1.0
Moldova,416.09366249617,10.3736315
Monaco,-1.0,-1.0
Mongolia,451.715512330137,9.14
Montenegro,-1.0,-1.0
Montserrat,-1.0,-1.0
Morocco,1206.07824707031,3.366
Mozambique,224.728146318526,1.8311367
Myanmar,108.476000555509,2.9154592
Namibia,1690.13008698232,5.8
Nauru,-1.0,7.113514
Nepal,232.640316739568,3.0
Netherlands,21894.7603027321,11.79
New Caledonia,-1.0,-1.0
New Zealand,11055.3456561107,13.07
Nicaragua,914.921158590382,6.952844
Niger,209.364068335625,1.2030888
Nigeria,445.949913488274,4.6902304
Niue,-1.0,-1.0
Norfolk Island,-1.0,-1.0
North Korea,-1.0,-1.0
North Macedonia,1472.29667108723,6.89875
Northern Mariana Islands,-1.0,-1.0
Norway,29556.1852747223,12.118571
Oman,4844.09139676329,5.690508
Pakistan,434.119567646228,3.5743132
Palau,-1.0,12.122573
Palestinian Territory,-1.0,-1.0
Panama,3549.89251585102,8.02
Papua New Guinea,387.293732869429,3.4246418
Paraguay,1259.36691364309,6.899091
Peru,1715.56046011903,8.422728
Philippines,977.815040933425,7.8375
Pitcairn,-1.0,-1.0
Poland,4251.62677338975,11.346419
Portugal,9719.10115384799,6.88
Puerto Rico,-1.0,-1.0
Qatar,18013.9670819725,7.813728
Réunion,-1.0,-1.0
Romania,1408.83099116662,9.581
Russian Federation,1567.56982421875,-1.0
Rwanda,200.304261319767,2.573209
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,-1.0
Saint Lucia,-1.0,7.555263
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,9.475387
Samoa,-1.0,10.92
San Marino,-1.0,9.089581
Sao Tome and Principe,421.4738380968,4.691815
Saudi Arabia,8723.79027199654,6.8825
Senegal,563.594406846267,1.6489623
Serbia,-1.0,7.5700555
Seychelles,6587.35241422003,10.321857
Sierra Leone,194.416470432681,2.8650692
Singapore,18081.4719872586,9.634001
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,10.26
Slovenia,8430.81076331205,10.8330765
Solomon Islands,834.663678917709,5.1310368
Somalia,-1.0,-1.0
South Africa,2312.45265567408,7.67
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,10.7439995
South Sudan,-1.0,-1.0
Spain,13213.9262966176,8.046924
Sri Lanka,746.141214462952,10.6
Sudan,-1.0,2.538
Suriname,1177.28088710029,-1.0
Svalbard,-1.0,-1.0
Sweden,22859.3056282754,11.63
Switzerland,32248.5275287195,10.751395
Syria,-1.0,4.547051
Tajikistan,-1.0,10.836471
Tanzania,330.050750732422,4.26483
Thailand,1458.45324502983,6.0482826
Timor-Leste,-1.0,-1.0
Togo,249.209285387076,3.123016
Tokelau,-1.0,-1.0
Tonga,1611.79758758528,10.049999
Trinidad and Tobago,5016.71464233721,9.113889
Tunisia,1767.7236429236,5.1203103
Turkiye,2427.77849288129,-1.0
Turkmenistan,299.974341885938,10.912358
Turks and Caicos Islands,-1.0,-1.0
