COUNTRY,INCOME,AVG_YR_SCH
Afghanistan,-1.0,1.4185475
Albania,1699.39248932487,8.951428
Algeria,1565.8659104485,5.8316
American Samoa,-1.0,-1.0
Andorra,-1.0,10.07
Angola,659.926923076585,3.5455923
Anguilla,-1.0,-1.0
Antarctica,-1.0,-1.0
Antigua and Barbuda,-1.0,9.587449
Argentina,2692.26640866572,9.92
Armenia,775.370297985122,10.63
Aruba,19081.501084042,-1.0
Australia,18933.2480801539,11.453874
Austria,26718.4184396893,11.3785715
Azerbaijan,673.190868703464,10.42
Azores,-1.0,-1.0
Bahamas,-1.0,11.286
Bahrain,10177.5681313885,8.2711115
Bangladesh,408.638010979128,4.56
Barbados,10378.5730179364,9.306929
Belarus,1558.58487207867,10.64546
Belgium,25875.2457270526,10.832969
Belize,3849.33481214137,7.6857142
Benin,578.509263114238,2.4726834
Bermuda,-1.0,-1.0
Bhutan,827.067934300074,-1.0
Bolivia,755.496391050519,7.086
Bonaire,-1.0,-1.0
Bosnia and Herzegovina,1931.5926940086,6.652313
Botswana,2949.43648074691,8.012
Bouvet Island,-1.0,-1.0
Brazil,2494.65905823775,5.803045
British Indian Ocean Territory,-1.0,-1.0
British Virgin Islands,-1.0,-1.0
Brunei Darussalam,13345.7666400477,-1.0
Bulgaria,2371.1872791671,10.192
Burkina Faso,335.013691643721,-1.0
Burundi,49.4881781614816,2.1605556
Cabo Verde,1486.28301828065,-1.0
Cambodia,322.076172223457,3.5613008
Cameroon,807.723705836604,3.2140522
Canada,22686.5539725433,12.924
Canarias,-1.0,-1.0
Cayman Islands,-1.0,-1.0
Central African Republic,255.02286522885,2.8107357
Chad,190.313367940405,1.4300526
Chile,3792.25600899913,9.5619955
China,1084.07773555835,6.402
Christmas Island,-1.0,-1.0
Cocos Islands,-1.0,-1.0
Colombia,1870.68781855304,7.018182
Comoros,881.85364025668,3.187154
Congo,-1.0,7.406807
Congo DRC,-1.0,-1.0
Cook Islands,-1.0,-1.0
Costa Rica,3731.89836492262,7.856001
Côte d'Ivoire,-1.0,-1.0
Croatia,6414.89626494755,10.172
Cuba,2759.4326464235,10.303
Curacao,-1.0,-1.0
Cyprus,17016.919921875,10.3975
Czech Republic,-1.0,-1.0
Denmark,32685.851982715,12.97
Djibouti,757.524917750572,1.7633696
Dominica,4277.44127666323,7.987509
Dominican Republic,2091.37891401341,6.6986938
Ecuador,1887.49660920906,7.4917645
Egypt,-1.0,6.393
El Salvador,1988.09870680259,5.352857
Equatorial Guinea,-1.0,6.669955
Eritrea,298.436710494146,-1.0
Estonia,5854.69732298377,12.690001
Eswatini,1689.88293063572,4.94851
Ethiopia,64.0760415802926,1.7045635
Falkland Islands,-1.0,-1.0
Faroe Islands,-1.0,-1.0
Fiji,2376.15651125223,8.676364
Finland,27056.4529514337,12.09
France,25323.4916776428,10.047857
French Guiana,-1.0,-1.0
French Polynesia,-1.0,-1.0
French Southern Territories,-1.0,-1.0
