COUNTRY,INCOME
Afghanistan,597.356158043866
Albania,3862.00100943984
Algeria,4210.07006076286
American Samoa,-1.0
Andorra,-1.0
Angola,3185.33364049508
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,-1.0
Argentina,10811.8698739139
Armenia,3409.88671346962
Aruba,21530.6779301546
Australia,53871.5549340191
Austria,41694.0714086868
Azerbaijan,5674.20814037456
Azores,-1.0
Bahamas,-1.0
Bahrain,17578.9449539859
Bangladesh,949.520478634602
Barbados,14314.0151435908
Belarus,6490.27112693149
Belgium,38766.0380436211
Belize,4499.9489117998
Benin,1038.96287861041
Bermuda,-1.0
Bhutan,1989.02720882447
Bolivia,2202.04758787747
Bonaire,-1.0
Bosnia and Herzegovina,4294.74784543346
Botswana,5307.63162245752
Bouvet Island,-1.0
Brazil,9456.54424882596
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,33009.2833471902
Bulgaria,6516.286568748
Burkina Faso,656.553164810002
Burundi,164.079508952851
Cabo Verde,3083.4656944123
Cambodia,872.223941710977
Cameroon,1239.55552307314
Canada,43054.542645188
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,305.90264080949
Chad,687.609795243968
Chile,12389.6704579851
China,5239.78513400738
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,6548.41345038693
Comoros,1458.95041656882
Congo,-1.0
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,9833.06034838475
Côte d'Ivoire,-1.0
Croatia,11265.0096466691
Cuba,5830.57337845704
Curacao,-1.0
Cyprus,23667.357421875
Czech Republic,-1.0
Denmark,51939.826362982
Djibouti,1611.21861268565
Dominica,5733.91761061665
Dominican Republic,5537.42827663028
Ecuador,4567.57448908148
Egypt,-1.0
El Salvador,3051.75709922129
Equatorial Guinea,4764.48358556841
Eritrea,-1.0
Estonia,15315.3884359208
Eswatini,2896.01588694127
Ethiopia,360.107964501053
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,3969.22098577743
Finland,40439.5672479945
France,35878.0422453967
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,4652.25002117605
Gambia,-1.0
Georgia,3904.29530194262
Germany,38946.3130670579
Ghana,1849.15403894085
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,17844.2484166576
Greenland,-1.0
Grenada,-1.0
Guadeloupe,-1.0
Guam,-1.0
Guatemala,2937.20654850437
Guernsey,-1.0
Guinea,583.271825861935
Guinea-Bissau,462.837868308644
Guyana,4796.14129553764
Haiti,1388.44601296904
Heard Island and McDonald Islands,-1.0
Honduras,1819.61874563028
Hungary,10850.9698903463
Iceland,39104.0980931577
India,1236.80940562472
Indonesia,2691.45637447959
Iran,-1.0
Iraq,5163.90666251435
Ireland,35850.3570549524
Isle of Man,-1.0
Israel,30702.8124548348
Italy,28906.2731774372
Jamaica,4572.78474934545
Japan,32389.6268303067
Jersey,-1.0
Jordan,3974.53374392152
Juan De Nova Island,-1.0
Kazakhstan,9303.20163394536
Kenya,1019.04219014665
Kiribati,2534.25933132854
Kuwait,42999.9943620475
Kyrgyzstan,-1.0
Laos,-1.0
Latvia,11293.1521001313
Lebanon,6626.86854661854
Lesotho,1091.08275648873
Liberia,373.687031815587
Libya,9167.46639390594
Liechtenstein,-1.0
Lithuania,13275.9682376104
Luxembourg,72403.40850548
Madagascar,412.821137811067
Madeira,-1.0
Malawi,263.661348113937
Malaysia,7818.13148748776
Maldives,6464.80045034916
Mali,624.984884447435
Malta,-1.0
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,1624.95606270721
Mauritius,8304.54482972666
Mayotte,-1.0
Mexico,8273.18629239973
Micronesia,-1.0
Moldova,3304.0594084603
Monaco,-1.0
Mongolia,3466.55757210325
Montenegro,6410.1232065003
Montserrat,-1.0
Morocco,2790.13330078125
Mozambique,558.372389937206
Myanmar,1068.56192729469
Namibia,4688.96800624522
Nauru,-1.0
Nepal,768.4497384528
Netherlands,42399.3139489119
New Caledonia,-1.0
New Zealand,35087.2242448396
Nicaragua,1574.87961085891
Niger,551.562492511843
Nigeria,2340.35655258183
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,4434.57199520252
Northern Mariana Islands,-1.0
Norway,81275.5747020368
Oman,12560.6878177716
Pakistan,1009.86324830257
Palau,-1.0
Palestinian Territory,-1.0
Panama,10512.5821821334
Papua New Guinea,2015.54004812236
Paraguay,5541.7893174186
Peru,5710.54554927857
Philippines,2814.87319803157
Pitcairn,-1.0
Poland,11445.9393999337
Portugal,17588.4909252875
Puerto Rico,-1.0
Qatar,68766.7229081102
Réunion,-1.0
Romania,7498.97451279145
Russian Federation,12561.48046875
Rwanda,568.366663821921
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,-1.0
Saint Lucia,-1.0
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,-1.0
Samoa,3547.70898561574
San Marino,-1.0
Sao Tome and Principe,973.018286640053
Saudi Arabia,21103.6052919541
Senegal,1199.72886631794
Serbia,5533.8039914398
Seychelles,12257.3234126663
Sierra Leone,645.787577247138
Singapore,45715.8555378486
Sint Maarten,-1.0
Slovakia,-1.0
Slovenia,18184.3080704985
Solomon Islands,1965.18235924112
