COUNTRY,AVG_YR_SCH
Afghanistan,2.2685916
Albania,9.98736
Algeria,6.480169
American Samoa,-1.0
Andorra,10.56
Angola,5.417391
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,11.446518
Argentina,10.93
Armenia,11.68974
Aruba,-1.0
Australia,12.35
Austria,12.11
Azerbaijan,10.65
Azores,-1.0
Bahamas,12.371425
Bahrain,9.32
Bangladesh,6.11
Barbados,9.733643
Belarus,11.8550005
Belgium,11.99
Belize,8.908745
Benin,2.6375666
Bermuda,-1.0
Bhutan,3.692
Bolivia,9.1625
Bonaire,-1.0
Bosnia and Herzegovina,9.69
Botswana,10.1
Bouvet Island,-1.0
Brazil,7.73
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,-1.0
Bulgaria,11.23
Burkina Faso,1.6049999
Burundi,2.5433333
Cabo Verde,-1.0
Cambodia,3.9520924
Cameroon,6.114783
Canada,13.73
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,3.8588684
Chad,2.090939
Chile,10.425
China,7.62739
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,8.22
Comoros,5.163667
Congo,8.17579
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8.56
Côte d'Ivoire,-1.0
Croatia,11.54999
Cuba,11.022069
Curacao,-1.0
Cyprus,12.09
Czech Republic,-1.0
Denmark,13.16
Djibouti,3.4656765
Dominica,9.531317
Dominican Republic,9.04
Ecuador,8.69
Egypt,8.810909
El Salvador,6.72
Equatorial Guinea,8.00248
Eritrea,4.629006
Estonia,13.51
Eswatini,7.510977
Ethiopia,2.42679
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,10.491
Finland,12.684999
France,11.35
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,9.094
Gambia,3.8883607
Georgia,12.81
Germany,14.13
Ghana,6.0165606
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,10.25
Greenland,-1.0
Grenada,9.27124
Guadeloupe,-1.0
Guam,-1.0
Guatemala,5.1201773
Guernsey,-1.0
Guinea,3.03192
Guinea-Bissau,3.5395374
Guyana,8.128291
Haiti,5.306577
Heard Island and McDonald Islands,-1.0
Honduras,6.53
Hungary,11.89
Iceland,13.46
India,5.78789
Indonesia,7.98
Iran,10.31
Iraq,6.6275296
Ireland,11.358334
Isle of Man,-1.0
Israel,13.054043
Italy,10.396
Jamaica,9.130868
Japan,12.614
Jersey,-1.0
Jordan,10.530262
Juan De Nova Island,-1.0
Kazakhstan,12.068514
Kenya,7.2697735
Kiribati,8.902377
Kuwait,7.13
Kyrgyzstan,11.557301
Laos,5.5722895
Latvia,12.93
Lebanon,9.946363
Lesotho,6.856696
Liberia,4.75573
Libya,7.800906
Liechtenstein,12.157508
Lithuania,13.11
Luxembourg,12.481209
Madagascar,4.978587
Madeira,-1.0
Malawi,5.283484
Malaysia,10.37
Maldives,6.5126457
Mali,1.53
Malta,11.29
Marshall Islands,11.218989
Martinique,-1.0
Mauritania,4.3237967
Mauritius,9.546531
Mayotte,-1.0
Mexico,8.6
Micronesia,-1.0
Moldova,11.726666
Monaco,-1.0
Mongolia,10.688038
Montenegro,12.015828
Montserrat,-1.0
Morocco,5.514
Mozambique,3.125
Myanmar,4.84935
Namibia,7.036538
Nauru,8.664867
Nepal,3.73383
Netherlands,12.18
New Caledonia,-1.0
New Zealand,13.33
Nicaragua,9.164377
Niger,1.3772733
Nigeria,6.99511
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,11.114742
Northern Mariana Islands,-1.0
Norway,12.82
Oman,10.13
Pakistan,5.133333
Palau,12.9975815
Palestinian Territory,-1.0
Panama,10.12
Papua New Guinea,4.768489
Paraguay,8.35
Peru,9.3133335
Philippines,8.422501
Pitcairn,-1.0
Poland,13.0
Portugal,9.11
Puerto Rico,-1.0
Qatar,9.67
Réunion,-1.0
Romania,11.08
Russian Federation,-1.0
Rwanda,4.1734333
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,10.8494005
Saint Lucia,8.455
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,10.741859
Samoa,11.506125
San Marino,10.583136
Sao Tome and Principe,5.6418915
Saudi Arabia,10.08
Senegal,2.89194
Serbia,11.13
Seychelles,11.053488
Sierra Leone,3.4814
Singapore,11.38
Sint Maarten,-1.0
Slovakia,12.71
Slovenia,12.67
Solomon Islands,5.749983
Somalia,-1.0
South Africa,10.184999
South Georgia and South Sandwich Islands,-1.0
South Korea,12.218349
South Sudan,5.73
Spain,10.01
Sri Lanka,10.5
Sudan,3.67
Suriname,8.225186
Svalbard,-1.0
Sweden,12.41
Switzerland,13.67
Syria,6.104984
Tajikistan,11.38353
Tanzania,5.5254297
Thailand,8.32
Timor-Leste,-1.0
Togo,4.6554832
Tokelau,-1.0
Tonga,10.877125
Trinidad and Tobago,10.709433
Tunisia,7.2
Turkiye,-1.0
Turkmenistan,10.888037
Turks and Caicos Islands,-1.0
Tuvalu,10.171572
Uganda,5.88985
Ukraine,11.1592865
United Arab Emirates,10.84
United Kingdom,13.07
United States,13.34
United States Minor Outlying Islands,-1.0
Uruguay,8.7
US Virgin Islands,-1.0
Uzbekistan,11.67
Vanuatu,6.6675096
Vatican City,-1.0
Venezuela,10.31
Vietnam,8.17
Wallis and Futuna,-1.0
Yemen,4.1760654
Zambia,6.8472533
Zimbabwe,8.424524
