COUNTRY,INCOME,AVG_YR_SCH
Afghanistan,403.411183496525,1.8164899
Albania,3517.60915298582,9.453333
Algeria,2960.30631701014,6.0533333
American Samoa,-1.0,-1.0
Andorra,-1.0,10.5
Angola,1870.28744759066,3.7879965
Anguilla,-1.0,-1.0
Antarctica,-1.0,-1.0
Antigua and Barbuda,-1.0,10.407293
Argentina,6808.99587703843,10.54
Armenia,2583.61613061685,11.049999
Aruba,21733.0746173795,-1.0
Australia,33482.7319025883,11.99
Austria,39649.3948236994,11.67
Azerbaijan,3275.46160334341,10.59
Azores,-1.0,-1.0
Bahamas,-1.0,11.778
Bahrain,13040.1203775476,8.064445
Bangladesh,672.110602481967,5.04
Barbados,13917.3744013952,9.625928
Belarus,4480.50800060588,11.19
Belgium,36866.0491099004,11.32
Belize,4069.96992425135,9.998
Benin,882.976826518664,2.5487833
Bermuda,-1.0,-1.0
Bhutan,1503.24733951747,-1.0
Bolivia,1453.72775971474,7.48
Bonaire,-1.0,-1.0
Bosnia and Herzegovina,4156.50504570392,7.005408
Botswana,3900.70924620048,8.752
Bouvet Island,-1.0,-1.0
Brazil,6936.07526333298,6.77
British Indian Ocean Territory,-1.0,-1.0
British Virgin Islands,-1.0,-1.0
Brunei Darussalam,21015.5344070461,-1.0
Bulgaria,5759.80281082656,10.64
Burkina Faso,536.876298788017,1.0685714
Burundi,108.884410449742,2.3633335
Cabo Verde,2876.71142573641,-1.0
Cambodia,643.035178194885,3.94
Cameroon,1190.31368774737,4.6299996
Canada,32986.0481049786,13.464
Canarias,-1.0,-1.0
Cayman Islands,-1.0,-1.0
Central African Republic,419.283234243283,3.180665
Chad,578.519919700126,1.76
Chile,7591.88029164435,9.98
China,3041.78213898148,6.966
Christmas Island,-1.0,-1.0
Cocos Islands,-1.0,-1.0
Colombia,4280.98146708157,7.25
Comoros,1300.22321961172,4.130086
Congo,-1.0,7.556331
Congo DRC,-1.0,-1.0
Cook Islands,-1.0,-1.0
Costa Rica,6205.20079863887,8.36
Côte d'Ivoire,-1.0,-1.0
Croatia,11560.0274281311,10.898001
Cuba,4318.12516189179,11.101
Curacao,-1.0,-1.0
Cyprus,28200.1171875,11.26
Czech Republic,-1.0,-1.0
Denmark,47573.9670547052,12.47
Djibouti,993.581472760045,2.4171743
Dominica,6000.03654083392,8.700036
Dominican Republic,4595.06567654959,7.2166667
Ecuador,3303.94269559939,7.74
Egypt,-1.0,7.137273
El Salvador,2540.33361352611,6.13
Equatorial Guinea,4204.31498723461,7.258767
Eritrea,579.039123874036,4.6810303
Estonia,11532.8799394043,13.32
Eswatini,2623.20204134089,5.555867
Ethiopia,272.468246480165,2.095
Falkland Islands,-1.0,-1.0
Faroe Islands,-1.0,-1.0
Fiji,2886.03857783565,9.518
Finland,38788.5606277175,12.37
France,35241.3151059845,10.63
French Guiana,-1.0,-1.0
French Polynesia,-1.0,-1.0
French Southern Territories,-1.0,-1.0
Gabon,3818.25140889479,7.44
Gambia,-1.0,3.0693364
Georgia,2433.03723791562,12.326
Germany,34858.1248611429,13.83
Ghana,858.45567002067,5.6996307
Gibraltar,-1.0,-1.0
Glorioso Islands,-1.0,-1.0
Greece,24419.4897446752,10.155001
Greenland,-1.0,-1.0
Grenada,-1.0,8.950023
Guadeloupe,-1.0,-1.0
Guam,-1.0,-1.0
Guatemala,2234.01457141358,4.225
Guernsey,-1.0,-1.0
Guinea,539.831494150083,1.5664287
Guinea-Bissau,409.229502170702,2.7134333
Guyana,3740.72456616782,7.1241455
Haiti,1149.86203718664,4.6330423
Heard Island and McDonald Islands,-1.0,-1.0
Honduras,1622.30670949468,5.265
Hungary,10131.4804575501,11.81
Iceland,-1.0,12.83
India,956.186004535912,4.956186
Indonesia,1652.47709803457,7.31
Iran,-1.0,9.55
Iraq,3071.18547510446,6.3230615
Ireland,36126.1394088193,11.496667
Isle of Man,-1.0,-1.0
Israel,23010.0151762063,12.46
Italy,30476.9632151609,9.73
Jamaica,3799.64928689183,8.273
Japan,31604.2766246003,12.485499
Jersey,-1.0,-1.0
Jordan,3209.30109071818,9.565
Juan De Nova Island,-1.0,-1.0
Kazakhstan,4635.11810643916,11.01
Kenya,765.537596638505,6.31
Kiribati,1626.98040762366,8.281867
Kuwait,34019.6314587527,6.64
Kyrgyzstan,-1.0,10.86
Laos,-1.0,4.9035277
Latvia,10284.5689006235,12.46
Lebanon,6000.497359861,8.463636
Lesotho,1017.31967482974,5.704587
Liberia,238.901893583278,4.103702
Libya,7193.86826139813,7.136
Liechtenstein,-1.0,11.715782
Lithuania,10330.1190945442,12.32
Luxembourg,57334.1841328838,12.81
Madagascar,360.02388983212,4.6586423
Madeira,-1.0,-1.0
Malawi,337.405155405427,4.3816247
Malaysia,5252.04383954672,9.56
Maldives,5318.0672581879,4.606794
Mali,550.127382162645,1.788
Malta,-1.0,10.16
Marshall Islands,-1.0,-1.0
Martinique,-1.0,-1.0
Mauritania,1269.53443432762,3.7465138
Mauritius,6321.88741338657,8.1163645
Mayotte,-1.0,-1.0
Mexico,6300.81439813111,8.14
Micronesia,-1.0,-1.0
Moldova,1737.65385855233,11.48
Monaco,-1.0,-1.0
Mongolia,1309.19351915877,9.94
Montenegro,5857.52718906392,11.07
Montserrat,-1.0,-1.0
Morocco,2563.62060546875,4.15
Mozambique,455.571709356336,2.34
Myanmar,513.17791652161,3.6392972
Namibia,3619.70831988494,6.3431716
Nauru,-1.0,7.904915
Nepal,457.405429808084,3.416
Netherlands,41457.6313790763,11.94
New Caledonia,-1.0,-1.0
New Zealand,22466.3564739316,13.362
Nicaragua,1310.42026773488,7.945337
Niger,479.910183438449,1.4985843
Nigeria,1526.75238031897,6.194741
Niue,-1.0,-1.0
Norfolk Island,-1.0,-1.0
North Korea,-1.0,-1.0
North Macedonia,3773.97627797876,9.117372
Northern Mariana Islands,-1.0,-1.0
Norway,62013.7876489507,12.5
Oman,9891.0564034664,7.955
Pakistan,778.500035557841,4.52
Palau,-1.0,12.587524
Palestinian Territory,-1.0,-1.0
Panama,6786.05639728721,9.139999
Papua New Guinea,1125.83357820573,3.9943833
Paraguay,3312.79009929871,7.03
Peru,3487.55411048074,8.22
Philippines,1864.36793493746,8.81
Pitcairn,-1.0,-1.0
Poland,9791.8521223465,12.34
Portugal,18430.2580256818,7.93
Puerto Rico,-1.0,-1.0
Qatar,39662.0696469626,9.16
Réunion,-1.0,-1.0
Romania,6961.11502344452,10.7
Russian Federation,6691.59033203125,-1.0
Rwanda,461.068035445623,3.6206715
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,9.3940525
Saint Lucia,-1.0,8.279473
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,10.132168
Samoa,2839.02954151036,11.528
San Marino,-1.0,9.857833
Sao Tome and Principe,952.65610611722,5.17587
Saudi Arabia,14592.9220916229,8.708889
Senegal,1159.15022109894,2.05
Serbia,5151.22699191365,10.3
Seychelles,8053.51531364535,10.711744
Sierra Leone,374.636655042606,3.2822502
Singapore,30670.1095636932,10.5
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,12.052
Slovenia,19537.1956644121,12.03
Solomon Islands,1315.83744047579,5.4533544
Somalia,-1.0,-1.0
South Africa,5202.78403288213,9.6
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,10.87
South Sudan,-1.0,5.73
Spain,26838.5260367542,9.25
Sri Lanka,1883.51254104338,10.51
Sudan,-1.0,3.09
Suriname,5720.94997394562,7.9421606
Svalbard,-1.0,-1.0
Sweden,39718.7947971792,12.14
Switzerland,55813.2102235148,13.34
Syria,-1.0,6.49
Tajikistan,741.826425975293,11.128236
Tanzania,573.421936035156,5.105
Thailand,3291.45042583363,7.4500003
