COUNTRY,AVG_YR_SCH
Afghanistan,1.8164899
Albania,9.453333
Algeria,6.0533333
American Samoa,-1.0
Andorra,10.5
Angola,3.7879965
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,10.407293
Argentina,10.54
Armenia,11.049999
Aruba,-1.0
Australia,11.99
Austria,11.67
Azerbaijan,10.59
Azores,-1.0
Bahamas,11.778
Bahrain,8.064445
Bangladesh,5.04
Barbados,9.625928
Belarus,11.19
Belgium,11.32
Belize,9.998
Benin,2.5487833
Bermuda,-1.0
Bhutan,-1.0
Bolivia,7.48
Bonaire,-1.0
Bosnia and Herzegovina,7.005408
Botswana,8.752
Bouvet Island,-1.0
Brazil,6.77
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,-1.0
Bulgaria,10.64
Burkina Faso,1.0685714
Burundi,2.3633335
Cabo Verde,-1.0
Cambodia,3.94
Cameroon,4.6299996
Canada,13.464
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,3.180665
Chad,1.76
Chile,9.98
China,6.966
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,7.25
Comoros,4.130086
Congo,7.556331
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8.36
Côte d'Ivoire,-1.0
Croatia,10.898001
Cuba,11.101
Curacao,-1.0
Cyprus,11.26
Czech Republic,-1.0
Denmark,12.47
Djibouti,2.4171743
Dominica,8.700036
Dominican Republic,7.2166667
Ecuador,7.74
Egypt,7.137273
El Salvador,6.13
Equatorial Guinea,7.258767
Eritrea,4.6810303
Estonia,13.32
Eswatini,5.555867
Ethiopia,2.095
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,9.518
Finland,12.37
France,10.63
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,7.44
Gambia,3.0693364
Georgia,12.326
Germany,13.83
Ghana,5.6996307
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,10.155001
Greenland,-1.0
Grenada,8.950023
Guadeloupe,-1.0
Guam,-1.0
Guatemala,4.225
Guernsey,-1.0
Guinea,1.5664287
Guinea-Bissau,2.7134333
Guyana,7.1241455
Haiti,4.6330423
Heard Island and McDonald Islands,-1.0
Honduras,5.265
Hungary,11.81
Iceland,12.83
India,4.956186
Indonesia,7.31
Iran,9.55
Iraq,6.3230615
Ireland,11.496667
Isle of Man,-1.0
Israel,12.46
Italy,9.73
Jamaica,8.273
Japan,12.485499
Jersey,-1.0
Jordan,9.565
Juan De Nova Island,-1.0
Kazakhstan,11.01
Kenya,6.31
Kiribati,8.281867
Kuwait,6.64
Kyrgyzstan,10.86
Laos,4.9035277
Latvia,12.46
Lebanon,8.463636
Lesotho,5.704587
Liberia,4.103702
Libya,7.136
Liechtenstein,11.715782
Lithuania,12.32
Luxembourg,12.81
Madagascar,4.6586423
Madeira,-1.0
Malawi,4.3816247
Malaysia,9.56
Maldives,4.606794
Mali,1.788
Malta,10.16
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,3.7465138
Mauritius,8.1163645
Mayotte,-1.0
Mexico,8.14
Micronesia,-1.0
Moldova,11.48
Monaco,-1.0
Mongolia,9.94
Montenegro,11.07
Montserrat,-1.0
Morocco,4.15
Mozambique,2.34
Myanmar,3.6392972
Namibia,6.3431716
Nauru,7.904915
Nepal,3.416
Netherlands,11.94
New Caledonia,-1.0
New Zealand,13.362
Nicaragua,7.945337
Niger,1.4985843
Nigeria,6.194741
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,9.117372
Northern Mariana Islands,-1.0
Norway,12.5
Oman,7.955
Pakistan,4.52
Palau,12.587524
Palestinian Territory,-1.0
Panama,9.139999
Papua New Guinea,3.9943833
Paraguay,7.03
Peru,8.22
Philippines,8.81
Pitcairn,-1.0
Poland,12.34
Portugal,7.93
Puerto Rico,-1.0
Qatar,9.16
Réunion,-1.0
Romania,10.7
Russian Federation,-1.0
Rwanda,3.6206715
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,9.3940525
Saint Lucia,8.279473
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,10.132168
Samoa,11.528
San Marino,9.857833
Sao Tome and Principe,5.17587
Saudi Arabia,8.708889
Senegal,2.05
Serbia,10.3
Seychelles,10.711744
Sierra Leone,3.2822502
Singapore,10.5
Sint Maarten,-1.0
Slovakia,12.052
Slovenia,12.03
Solomon Islands,5.4533544
Somalia,-1.0
South Africa,9.6
South Georgia and South Sandwich Islands,-1.0
South Korea,10.87
South Sudan,5.73
Spain,9.25
Sri Lanka,10.51
Sudan,3.09
Suriname,7.9421606
Svalbard,-1.0
Sweden,12.14
Switzerland,13.34
Syria,6.49
Tajikistan,11.128236
Tanzania,5.105
Thailand,7.4500003
Timor-Leste,-1.0
Togo,3.34
Tokelau,-1.0
Tonga,10.58
Trinidad and Tobago,10.3
Tunisia,6.48
Turkiye,-1.0
Turkmenistan,10.862171
Turks and Caicos Islands,-1.0
Tuvalu,9.350732
Uganda,5.145
Ukraine,11.476035
United Arab Emirates,9.662727
United Kingdom,13.09
United States,13.01
United States Minor Outlying Islands,-1.0
Uruguay,8.37
US Virgin Islands,-1.0
Uzbekistan,10.883475
Vanuatu,5.953568
Vatican City,-1.0
Venezuela,8.25
Vietnam,7.54
Wallis and Futuna,-1.0
Yemen,2.732047
Zambia,6.209916
Zimbabwe,7.5639997
