COUNTRY,INCOME
Afghanistan,-1.0
Albania,2171.04442045365
Algeria,1882.22385675362
American Samoa,-1.0
Andorra,-1.0
Angola,779.472756094735
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,-1.0
Argentina,3194.70823444257
Armenia,1012.34513954411
Aruba,20422.2242920884
Australia,24524.4980341804
Austria,30611.249197044
Azerbaijan,761.08273620035
Azores,-1.0
Bahamas,-1.0
Bahrain,11138.5123414286
Bangladesh,437.779663617171
Barbados,11080.6140273059
Belarus,2024.72218370917
Belgium,29772.0140834378
Belize,3923.96850845319
Benin,652.484228299392
Bermuda,-1.0
Bhutan,918.722601331384
Bolivia,782.371859031792
Bonaire,-1.0
Bosnia and Herzegovina,2421.98208468817
Botswana,3354.74671354451
Bouvet Island,-1.0
Brazil,2976.64829456207
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,15506.3808795575
Bulgaria,2944.82116586447
Burkina Faso,371.920291106467
Burundi,67.1520143896122
Cabo Verde,1664.97431919706
Cambodia,361.658575888605
Cameroon,943.057002613909
Canada,26003.1646471795
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,277.02706767973
Chad,224.054824855322
Chile,4532.81183270492
China,1246.47151698684
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,2262.71867121702
Comoros,1006.39032520456
Congo,-1.0
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,3974.42587058233
Côte d'Ivoire,-1.0
Croatia,7788.7795017295
Cuba,2915.30096160954
Curacao,-1.0
Cyprus,19631.4921875
Czech Republic,-1.0
Denmark,38020.6193751276
Djibouti,794.873434053475
Dominica,4478.06475574357
Dominican Republic,2099.41698161201
Ecuador,1996.87419396019
Egypt,-1.0
El Salvador,2043.17841284663
Equatorial Guinea,-1.0
Eritrea,367.593511472347
Estonia,7216.3640414905
Eswatini,2197.92953348195
Ethiopia,84.6071746488098
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,2809.83406883548
Finland,31502.6854002252
France,28883.4838226798
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,2684.90643461523
Gambia,-1.0
Georgia,1146.54555772151
Germany,28464.0295722083
Ghana,311.370923075265
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,-1.0
Greenland,-1.0
Grenada,-1.0
Guadeloupe,-1.0
Guam,-1.0
Guatemala,1615.44148628867
Guernsey,-1.0
Guinea,311.918605746327
Guinea-Bissau,310.626111203711
Guyana,798.455956586392
Haiti,656.482167057587
Heard Island and McDonald Islands,-1.0
Honduras,1075.25200909242
Hungary,8019.14275524441
Iceland,-1.0
India,546.628023724287
Indonesia,803.371952628852
Iran,-1.0
Iraq,962.78093872402
Ireland,35219.2081788199
Isle of Man,-1.0
Israel,16385.3187612031
Italy,26369.7395818151
Jamaica,3286.05615679617
Japan,30235.081846415
Jersey,-1.0
Jordan,1849.00314584859
Juan De Nova Island,-1.0
Kazakhstan,1708.48247768514
Kenya,369.749970660495
Kiribati,1474.06710900841
Kuwait,25692.7132845366
Kyrgyzstan,-1.0
Laos,-1.0
Latvia,4790.851243758
Lebanon,3796.82079868005
Lesotho,964.913196892365
Liberia,143.012446825936
Libya,4085.02668905997
Liechtenstein,-1.0
Lithuania,5670.2705741579
Luxembourg,61572.5383844338
Madagascar,231.391651548844
Madeira,-1.0
Malawi,231.821720550946
Malaysia,3408.62918885579
Maldives,3486.74245206912
Mali,362.252714786144
Malta,-1.0
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,772.346884205313
Mauritius,4863.48028830241
Mayotte,-1.0
Mexico,6036.26169878541
Micronesia,-1.0
Moldova,850.46556212134
Monaco,-1.0
Mongolia,675.234839091525
Montenegro,-1.0
Montserrat,-1.0
Morocco,1760.41003417969
Mozambique,323.312509752633
Myanmar,150.623784798701
Namibia,3017.12419711803
Nauru,-1.0
Nepal,268.220399822332
Netherlands,33160.5048913471
New Caledonia,-1.0
New Zealand,20395.3059234066
Nicaragua,971.913145550502
Niger,296.532378727911
Nigeria,753.474678222764
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,2216.61273587381
Northern Mariana Islands,-1.0
Norway,44745.8368939184
Oman,6125.77331400009
Pakistan,554.108971894246
Palau,-1.0
Palestinian Territory,-1.0
Panama,3963.45179637575
Papua New Guinea,391.312000895873
Paraguay,1383.259242334
Peru,2032.54639258027
Philippines,1073.03930156692
Pitcairn,-1.0
Poland,5524.96424876965
Portugal,14937.8430135769
Puerto Rico,-1.0
Qatar,29684.0891233351
Réunion,-1.0
Romania,2628.13790473036
Russian Federation,3147.06860351563
Rwanda,222.832677644139
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,-1.0
Saint Lucia,-1.0
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,-1.0
Samoa,1806.09863531436
San Marino,-1.0
Sao Tome and Principe,604.561282933802
Saudi Arabia,10050.365936052
Senegal,815.050222040304
Serbia,-1.0
Seychelles,9165.31889234305
Sierra Leone,219.205133213607
Singapore,21398.1336325433
Sint Maarten,-1.0
Slovakia,-1.0
Slovenia,13735.101934917
Solomon Islands,911.988307243206
Somalia,-1.0
South Africa,4357.49043807754
South Georgia and South Sandwich Islands,-1.0
South Korea,-1.0
South Sudan,-1.0
Spain,21375.5255360234
Sri Lanka,959.773203752468
Sudan,-1.0
Suriname,2255.04603377136
Svalbard,-1.0
Sweden,36331.3847437036
Switzerland,45346.7796943141
Syria,-1.0
Tajikistan,241.549595371444
Tanzania,387.474639892578
Thailand,2088.73726106461
Timor-Leste,-1.0
Togo,354.007632816425
Tokelau,-1.0
Tonga,2032.75327688031
Trinidad and Tobago,7681.10388695692
Tunisia,2434.28795013666
Turkiye,4897.89768823018
Turkmenistan,753.634496794594
Turks and Caicos Islands,-1.0
Tuvalu,-1.0
Uganda,221.45890715202
Ukraine,1090.3232421875
United Arab Emirates,29367.5892166255
United Kingdom,35034.761253561
United States,35535.1868984932
United States Minor Outlying Islands,-1.0
Uruguay,3875.76795791326
US Virgin Islands,-1.0
Uzbekistan,363.076719316954
Vanuatu,1539.46298821788
Vatican City,-1.0
Venezuela,-1.0
Vietnam,-1.0
Wallis and Futuna,-1.0
Yemen,-1.0
Zambia,377.813608739748
Zimbabwe,229.568031400376
