COUNTRY,AVG_YR_SCH
Guinea,2.486339
Guinea-Bissau,3.673035
Guyana,8.70243
Haiti,5.3823
Heard Island and McDonald Islands,-1.0
Honduras,7.510229
Hungary,12.331622
Iceland,13.908926
India,6.5299997
Indonesia,8.697224
Iran,10.846712
Iraq,6.7800465
Ireland,11.724999
Isle of Man,-1.0
Israel,13.534595
Italy,10.828128
Jamaica,9.821736
Japan,12.684047
Jersey,-1.0
Jordan,10.38
Juan De Nova Island,-1.0
Kazakhstan,12.547174
Kenya,8.155535
Kiribati,9.128582
Kuwait,7.566007
Kyrgyzstan,12.065888
Laos,6.060246
Latvia,13.40944
Lebanon,10.37
Lesotho,7.7298837
Liberia,6.169892
Libya,7.7786064
Liechtenstein,12.40996
Lithuania,13.610692
Luxembourg,12.589372
Madagascar,4.59252
Madeira,-1.0
Malawi,5.24374
Malaysia,10.943334
Maldives,7.4103727
Mali,1.63
Malta,12.420702
Marshall Islands,11.636664
Martinique,-1.0
Mauritania,4.852026
Mauritius,10.103328
Mayotte,-1.0
Mexico,9.349511
Micronesia,-1.0
Moldova,11.82
Monaco,-1.0
Mongolia,9.42
Montenegro,12.773926
Montserrat,-1.0
Morocco,6.198
Mozambique,4.225245
Myanmar,6.38
Namibia,7.2731466
Nauru,9.448638
Nepal,4.50373
Netherlands,12.669947
New Caledonia,-1.0
New Zealand,12.882998
Nicaragua,9.93302
Niger,1.4122894
Nigeria,7.58597
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,10.23
Northern Mariana Islands,-1.0
Norway,13.117962
Oman,11.87
Pakistan,4.316987
Palau,13.299035
Palestinian Territory,-1.0
Panama,10.833751
Papua New Guinea,4.962531
Paraguay,8.930654
Peru,10.154652
Philippines,9.4336195
Pitcairn,-1.0
Poland,13.208543
Portugal,9.703255
Puerto Rico,-1.0
Qatar,10.562
Réunion,-1.0
Romania,11.46
Russian Federation,-1.0
Rwanda,4.879155
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,10.8494005
Saint Lucia,8.614167
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,11.29535
Samoa,11.332984
San Marino,11.295
Sao Tome and Principe,5.9875593
Saudi Arabia,11.606428
Senegal,2.934554
Serbia,11.641718
Seychelles,11.19995
Sierra Leone,3.5352976
Singapore,12.08
Sint Maarten,-1.0
Slovakia,13.103204
Slovenia,12.951202
Solomon Islands,5.87968
Somalia,-1.0
South Africa,11.61
South Georgia and South Sandwich Islands,-1.0
South Korea,12.7221985
South Sudan,5.73
Spain,10.7561245
Sri Lanka,10.73
Sudan,3.962
Suriname,8.42976
Svalbard,-1.0
Sweden,12.740326
Switzerland,13.949121
Syria,5.93552
Tajikistan,11.270948
Tanzania,5.9463
Thailand,8.926666
Timor-Leste,-1.0
Togo,5.8611145
Tokelau,-1.0
Tonga,10.914949
Trinidad and Tobago,10.778864
Tunisia,7.49328
Turkiye,-1.0
Turkmenistan,11.207802
Turks and Caicos Islands,-1.0
Tuvalu,10.767461
Uganda,6.323663
Ukraine,11.122739
United Arab Emirates,12.77
United Kingdom,13.49
United States,13.5755
United States Minor Outlying Islands,-1.0
Uruguay,10.0199995
US Virgin Islands,-1.0
Uzbekistan,11.88
Vanuatu,7.18321
Vatican City,-1.0
Venezuela,9.678386
Vietnam,8.799999
Wallis and Futuna,-1.0
Yemen,5.051836
Zambia,7.3974085
Zimbabwe,8.930847
