COUNTRY,INCOME
Afghanistan,548.968454484921
Albania,3457.09318853429
Algeria,3319.13216755697
American Samoa,-1.0
Andorra,-1.0
Angola,2371.99561912402
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,-1.0
Argentina,11668.4363712122
Armenia,3150.66954352232
Aruba,23278.8227270299
Australia,44512.5960291842
Austria,35811.6857751508
Azerbaijan,4460.30160976384
Azores,-1.0
Bahamas,-1.0
Bahrain,17082.5308115239
Bangladesh,1194.18010735624
Barbados,14307.7342094805
Belarus,4824.41947817156
Belgium,33799.7398337937
Belize,4961.38964260391
Benin,898.797038110268
Bermuda,-1.0
Bhutan,2194.6011468468
Bolivia,2532.41450619948
Bonaire,-1.0
Bosnia and Herzegovina,3879.89630865561
Botswana,4758.55927652216
Bouvet Island,-1.0
Brazil,6666.74707912629
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,25218.0237279933
Bulgaria,5981.3406941062
Burkina Faso,543.146065748372
Burundi,202.04507771664
Cabo Verde,2650.49956946691
Cambodia,993.640744646188
Cameroon,1147.73392152592
Canada,35364.1191071783
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,305.445500013408
Chad,577.548394358774
Chile,11170.854810558
China,6012.71864865345
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,5260.86877592388
Comoros,1206.76011016136
Congo,-1.0
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,10614.1573852259
Côte d'Ivoire,-1.0
Croatia,10121.6496488278
Cuba,6645.26682733875
Curacao,-1.0
Cyprus,19823.45703125
Czech Republic,-1.0
Denmark,45798.0298023193
Djibouti,2043.60697657073
Dominica,6321.03152199957
Dominican Republic,6214.21529030718
Ecuador,4854.42931060635
Egypt,-1.0
El Salvador,3205.960986523
Equatorial Guinea,3844.05152527396
Eritrea,-1.0
Estonia,14040.886020332
Eswatini,2581.36607070639
Ethiopia,478.103253544339
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,4142.13590456672
Finland,35093.9146397102
France,30908.6863304649
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,4577.10393685868
Gambia,-1.0
Georgia,3333.06125104763
Germany,34656.4419057496
Ghana,1358.92629645382
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,15044.3744393706
Greenland,-1.0
Grenada,-1.0
Guadeloupe,-1.0
Guam,-1.0
Guatemala,3352.76753512277
Guernsey,-1.0
Guinea,601.536159498642
Guinea-Bissau,454.644810319564
Guyana,5104.30054902849
Haiti,1355.407266778
Heard Island and McDonald Islands,-1.0
Honduras,1996.39078542217
Hungary,10029.1474244769
Iceland,42267.3124700422
India,1384.91262482343
Indonesia,2534.72294699095
Iran,-1.0
Iraq,3504.84662237963
Ireland,34222.8299161341
Isle of Man,-1.0
Israel,30461.9624080949
Italy,24739.6663310565
Jamaica,4502.11457548925
Japan,28006.3068674064
Jersey,-1.0
Jordan,3716.73955713132
Juan De Nova Island,-1.0
Kazakhstan,7837.74870865595
Kenya,1120.34172702268
Kiribati,2892.30740154978
Kuwait,27811.7129060816
Kyrgyzstan,-1.0
Laos,-1.0
Latvia,10454.8516617486
Lebanon,6260.06246964872
Lesotho,1055.64292338802
Liberia,379.123192592651
Libya,6649.33852850878
Liechtenstein,-1.0
Lithuania,11817.7140562726
Luxembourg,55729.1041568576
Madagascar,355.049172473036
Madeira,-1.0
Malawi,295.595371567411
Malaysia,7018.84864877879
Maldives,7752.07768557395
Mali,603.990365416187
Malta,-1.0
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,1352.09374144416
Mauritius,8194.75743855444
Mayotte,-1.0
Mexico,7687.13214773111
Micronesia,-1.0
Moldova,2491.67513584521
Monaco,-1.0
Mongolia,2831.9409203524
Montenegro,5857.05361261023
Montserrat,-1.0
Morocco,2796.48999023438
Mozambique,478.966123881182
Myanmar,1071.21059757729
Namibia,4166.630807519
Nauru,-1.0
Nepal,832.027696139131
Netherlands,36999.5324402407
New Caledonia,-1.0
New Zealand,31702.7303721894
Nicaragua,1817.11702575771
Niger,494.536371939056
Nigeria,2241.01208942365
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,4157.52533377125
Northern Mariana Islands,-1.0
Norway,61241.2873348176
Oman,12261.016591168
Pakistan,1159.44604624541
Palau,-1.0
Palestinian Territory,-1.0
Panama,11973.1556452766
Papua New Guinea,2006.07563376555
Paraguay,5169.88318992633
Peru,5394.27958969443
Philippines,2957.76119931877
Pitcairn,-1.0
Poland,10613.0806248151
Portugal,15410.8780126811
Puerto Rico,-1.0
Qatar,51242.5588404266
Réunion,-1.0
Romania,7210.65443228613
