COUNTRY,AVG_YR_SCH
Afghanistan,2.12431
Albania,9.99802
Algeria,6.3001347
American Samoa,-1.0
Andorra,10.57
Angola,5.31563
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,11.29516
Argentina,10.92
Armenia,11.57
Aruba,-1.0
Australia,12.25
Austria,12.08
Azerbaijan,10.57
Azores,-1.0
Bahamas,12.284681
Bahrain,9.105
Bangladesh,5.99
Barbados,9.694285
Belarus,11.76
Belgium,11.89
Belize,8.92343
Benin,2.6248834
Bermuda,-1.0
Bhutan,3.324
Bolivia,8.93
Bonaire,-1.0
Bosnia and Herzegovina,9.29
Botswana,10.02
Bouvet Island,-1.0
Brazil,7.51
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,-1.0
Bulgaria,11.19
Burkina Faso,1.4475
Burundi,2.2866666
Cabo Verde,-1.0
Cambodia,3.67
Cameroon,5.962319
Canada,13.696
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,3.8352942
Chad,2.043662
Chile,10.26
China,7.532825
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,8.05
Comoros,5.0231385
Congo,8.1571
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8.58
Côte d'Ivoire,-1.0
Croatia,11.417611
Cuba,11.141551
Curacao,-1.0
Cyprus,11.87
Czech Republic,-1.0
Denmark,12.64
Djibouti,3.304703
Dominica,9.412562
Dominican Republic,7.72
Ecuador,8.7
Egypt,8.571818
El Salvador,6.623333
Equatorial Guinea,7.8949566
Eritrea,4.636428
Estonia,13.49
Eswatini,7.317201
Ethiopia,2.375432
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,10.352
Finland,12.63
France,11.33
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,8.98
Gambia,3.782621
Georgia,12.715
Germany,14.08
Ghana,5.912621
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,10.74
Greenland,-1.0
Grenada,9.225021
Guadeloupe,-1.0
Guam,-1.0
Guatemala,4.93357
Guernsey,-1.0
Guinea,2.45096
Guinea-Bissau,3.4950383
Guyana,7.984842
Haiti,5.230854
Heard Island and McDonald Islands,-1.0
Honduras,6.29
Hungary,11.85
Iceland,13.37
India,5.690312
Indonesia,7.91
Iran,10.215
Iraq,6.5973597
Ireland,11.286667
Isle of Man,-1.0
Israel,12.96
Italy,10.31
Jamaica,8.992695
Japan,12.599999
Jersey,-1.0
Jordan,10.376885
Juan De Nova Island,-1.0
Kazakhstan,11.99777
Kenya,7.0281444
Kiribati,8.812944
Kuwait,7.07
Kyrgyzstan,11.457686
Laos,5.4786196
Latvia,12.87
Lebanon,9.734546
Lesotho,6.692109
Liberia,4.6151366
Libya,7.8031797
Liechtenstein,12.12739
Lithuania,12.96
Luxembourg,12.46
Madagascar,4.932881
Madeira,-1.0
Malawi,5.29342
Malaysia,10.258333
Maldives,6.2403812
Mali,1.83
Malta,11.21
Marshall Islands,11.150941
Martinique,-1.0
Mauritania,4.21623
Mauritius,9.435172
Mayotte,-1.0
Mexico,8.6
Micronesia,-1.0
Moldova,11.7
Monaco,-1.0
Mongolia,10.580031
Montenegro,11.868663
Montserrat,-1.0
Morocco,5.38
Mozambique,3.19
Myanmar,4.734194
Namibia,6.985101
Nauru,8.554259
Nepal,3.691064
Netherlands,12.14
New Caledonia,-1.0
New Zealand,13.23
Nicaragua,9.007952
Niger,1.442955
Nigeria,6.779108
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,10.829404
Northern Mariana Islands,-1.0
Norway,12.77
Oman,9.7
Pakistan,5.1466665
Palau,12.938116
Palestinian Territory,-1.0
Panama,9.98
Papua New Guinea,4.727203
Paraguay,8.52
Peru,9.09
Philippines,8.665
Pitcairn,-1.0
Poland,12.92
Portugal,8.99
Puerto Rico,-1.0
Qatar,9.695001
Réunion,-1.0
Romania,10.98
Russian Federation,-1.0
Rwanda,4.09515
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,10.8494005
Saint Lucia,8.423333
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,10.653719
Samoa,11.5409
San Marino,10.476342
Sao Tome and Principe,5.5739183
Saudi Arabia,9.94
Senegal,2.53187
Serbia,11.02
Seychelles,11.004667
Sierra Leone,3.45295
Singapore,11.37
Sint Maarten,-1.0
Slovakia,12.64
Slovenia,12.57
Solomon Islands,5.707331
Somalia,-1.0
South Africa,10.23
South Georgia and South Sandwich Islands,-1.0
South Korea,12.12
South Sudan,5.73
Spain,9.91
Sri Lanka,10.501429
Sudan,3.62
Suriname,8.184753
Svalbard,-1.0
Sweden,12.35
Switzerland,13.71
Syria,6.1593018
Tajikistan,11.347059
Tanzania,5.49357
Thailand,8.183333
Timor-Leste,-1.0
Togo,4.452387
Tokelau,-1.0
Tonga,10.8857
Trinidad and Tobago,10.695546
Tunisia,7.085
Turkiye,-1.0
Turkmenistan,10.82453
Turks and Caicos Islands,-1.0
Tuvalu,10.054309
Uganda,5.6998878
Ukraine,11.167409
United Arab Emirates,10.671819
United Kingdom,12.9800005
United States,13.25
United States Minor Outlying Islands,-1.0
Uruguay,8.67
US Virgin Islands,-1.0
Uzbekistan,11.36
Vanuatu,6.5640917
Vatican City,-1.0
Venezuela,9.64
Vietnam,8.08
Wallis and Futuna,-1.0
Yemen,4.0111623
Zambia,6.756205
Zimbabwe,8.38905
