COUNTRY,INCOME
Afghanistan,566.66810049764
Albania,3753.96548548714
Algeria,4080.70848289799
American Samoa,-1.0
Andorra,-1.0
Angola,2463.65471862411
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,-1.0
Argentina,10604.5815493984
Armenia,2999.03360449679
Aruba,20565.9352608544
Australia,48363.1354657542
Austria,42625.237354533
Azerbaijan,4784.73945434209
Azores,-1.0
Bahamas,-1.0
Bahrain,13337.4297215466
Bangladesh,826.613898000825
Barbados,13877.0041834251
Belarus,5460.29589525563
Belgium,38266.9837421049
Belize,4048.75840594849
Benin,919.350508736559
Bermuda,-1.0
Bhutan,2040.56599754145
Bolivia,1845.87183011161
Bonaire,-1.0
Bosnia and Herzegovina,4300.62730357366
Botswana,5818.83832319059
Bouvet Island,-1.0
Brazil,10260.0808435099
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,31018.0303668451
Bulgaria,6408.16262013239
Burkina Faso,600.747705810979
Burundi,140.049419442283
Cabo Verde,3062.31679422316
Cambodia,768.894933595353
Cameroon,1182.03954352693
Canada,42617.9740602834
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,477.610260002907
Chad,673.451211042858
Chile,10496.0426627319
China,4132.67220088012
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,5701.33859971386
Comoros,1399.4656356756
Congo,-1.0
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8427.83167297772
Côte d'Ivoire,-1.0
Croatia,11677.725467625
Cuba,5164.66688174092
Curacao,-1.0
Cyprus,29378.478515625
Czech Republic,-1.0
Denmark,51361.5018162591
Djibouti,1070.89354675224
Dominica,5887.15492757573
Dominican Republic,5351.05589654478
Ecuador,3771.61696752517
Egypt,-1.0
El Salvador,2954.68864353241
Equatorial Guinea,3893.13011408143
Eritrea,485.382935022903
Estonia,13704.931508402
Eswatini,3025.84324569895
Ethiopia,249.691552051196
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,3492.57027940076
Finland,41789.9558751726
France,37189.4419013323
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,4297.65408936601
Gambia,-1.0
Georgia,3350.54534254737
Germany,39563.8173328957
Ghana,1148.73593365797
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,20268.8399137972
Greenland,-1.0
Grenada,-1.0
Guadeloupe,-1.0
Guam,-1.0
Guatemala,2672.85395564643
Guernsey,-1.0
Guinea,517.110478730222
Guinea-Bissau,557.937013298595
Guyana,4143.23037146601
Haiti,1253.13558218276
Heard Island and McDonald Islands,-1.0
Honduras,1845.24130339683
Hungary,10941.7200402543
Iceland,32094.7202168529
India,1244.43372579878
Indonesia,2645.0792861315
Iran,-1.0
Iraq,4354.17958426604
Ireland,35191.6231310594
Isle of Man,-1.0
Israel,28664.6385944785
Italy,31334.4044340144
Jamaica,4598.82760961118
Japan,38054.3422029345
Jersey,-1.0
Jordan,3603.89627287912
Juan De Nova Island,-1.0
Kazakhstan,7013.22568097988
Kenya,828.026116298363
Kiribati,2146.01911286482
Kuwait,42038.7750216317
Kyrgyzstan,-1.0
Laos,-1.0
Latvia,9962.77989268372
Lebanon,6367.03041950581
Lesotho,1266.36395838085
Liberia,330.791676397915
Libya,6565.7450742826
Liechtenstein,-1.0
Lithuania,12036.5804236327
Luxembourg,68844.4016541267
Madagascar,411.347518458567
Madeira,-1.0
Malawi,420.536265218428
Malaysia,7517.54402962828
Maldives,5837.32200392872
Mali,655.444050841387
Malta,-1.0
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,1589.17756625911
Mauritius,7760.72658183552
Mayotte,-1.0
Mexico,7895.61204564625
Micronesia,-1.0
Moldova,2846.27375250182
Monaco,-1.0
Mongolia,2568.1854928301
Montenegro,6550.51214500602
Montserrat,-1.0
Morocco,2673.56787109375
Mozambique,506.133252785325
Myanmar,967.201576826545
Namibia,4832.39299992429
Nauru,-1.0
Nepal,748.431454442532
Netherlands,44453.5741881967
New Caledonia,-1.0
New Zealand,30794.5308919345
Nicaragua,1469.18677919311
Niger,533.882056882218
Nigeria,1887.54797064261
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,4253.98686032484
Northern Mariana Islands,-1.0
Norway,77792.2462862535
Oman,12427.4611074789
Pakistan,963.19579623472
Palau,-1.0
Palestinian Territory,-1.0
Panama,8341.95848013868
Papua New Guinea,1541.19946693944
