COUNTRY,INCOME,AVG_YR_SCH
Iceland,32094.7202168529,13.01
India,1244.43372579878,5.3
Indonesia,2645.0792861315,7.51
Iran,-1.0,9.8
Iraq,4354.17958426604,6.476679
Ireland,35191.6231310594,11.0
Isle of Man,-1.0,-1.0
Israel,28664.6385944785,12.6
Italy,31334.4044340144,9.9
Jamaica,4598.82760961118,8.44
Japan,38054.3422029345,12.544
Jersey,-1.0,-1.0
Jordan,3603.89627287912,9.763377
Juan De Nova Island,-1.0,-1.0
Kazakhstan,7013.22568097988,11.339257
Kenya,828.026116298363,6.061629
Kiribati,2146.01911286482,8.45614
Kuwait,42038.7750216317,7.06
Kyrgyzstan,-1.0,11.059229
Laos,-1.0,5.077798
Latvia,9962.77989268372,12.61
Lebanon,6367.03041950581,8.887273
Lesotho,1266.36395838085,6.033761
Liberia,330.791676397915,4.256521
Libya,6565.7450742826,7.56
Liechtenstein,-1.0,11.755939
Lithuania,12036.5804236327,12.57
Luxembourg,68844.4016541267,12.86
Madagascar,411.347518458567,4.7500553
Madeira,-1.0,-1.0
Malawi,420.536265218428,4.6855564
Malaysia,7517.54402962828,9.8116665
Maldives,5837.32200392872,5.151323
Mali,655.444050841387,2.02
Malta,-1.0,10.47
Marshall Islands,-1.0,10.88
Martinique,-1.0,-1.0
Mauritania,1589.17756625911,3.9579287
Mauritius,7760.72658183552,8.52
Mayotte,-1.0,-1.0
Mexico,7895.61204564625,8.25
Micronesia,-1.0,-1.0
Moldova,2846.27375250182,11.56
Monaco,-1.0,-1.0
Mongolia,2568.1854928301,10.148006
Montenegro,6550.51214500602,11.28
Montserrat,-1.0,-1.0
Morocco,2673.56787109375,4.468
Mozambique,506.133252785325,2.62
Myanmar,967.201576826545,3.9372408
Namibia,4832.39299992429,6.515999
Nauru,-1.0,8.116158
Nepal,748.431454442532,3.52
Netherlands,44453.5741881967,11.96
New Caledonia,-1.0,-1.0
New Zealand,30794.5308919345,13.39
Nicaragua,1469.18677919311,8.27437
Niger,533.882056882218,1.5851222
Nigeria,1887.54797064261,6.270922
Niue,-1.0,-1.0
Norfolk Island,-1.0,-1.0
North Korea,-1.0,-1.0
North Macedonia,4253.98686032484,9.688048
Northern Mariana Islands,-1.0,-1.0
Norway,77792.2462862535,12.61
Oman,12427.4611074789,8.276
Pakistan,963.19579623472,4.79
Palau,-1.0,12.703762
Palestinian Territory,-1.0,-1.0
Panama,8341.95848013868,9.42
Papua New Guinea,1541.19946693944,4.207004
Paraguay,4950.51271886429,7.53
Peru,4760.84808446355,8.89
Philippines,2348.50524519898,8.99
Pitcairn,-1.0,-1.0
Poland,11566.2371599885,12.55
Portugal,18736.5080526805,8.28
Puerto Rico,-1.0,-1.0
Qatar,63532.8740716148,8.65
Réunion,-1.0,-1.0
Romania,7534.11619342209,10.86
Russian Federation,11354.2119140625,-1.0
Rwanda,532.231267121019,3.7678359
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,9.861664
Saint Lucia,-1.0,8.366667
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,10.303357
Samoa,3341.71424120863,11.68
San Marino,-1.0,10.059835
Sao Tome and Principe,1163.73579213605,5.304494
Saudi Arabia,20885.2421035807,9.184444
Senegal,1202.74775175367,2.39
Serbia,5470.95100973029,10.57
Seychelles,9931.30903399716,10.809385
Sierra Leone,388.425604620778,3.33915
Singapore,44678.0997784174,11.0
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,12.5
Slovenia,19709.8852328883,12.21
Solomon Islands,1574.03544746619,5.5370493
Somalia,-1.0,-1.0
South Africa,6933.29980315517,9.69
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,11.736
South Sudan,298.217115694291,5.73
Spain,26212.6958902645,9.48
Sri Lanka,2983.67214570735,10.507143
Sudan,1451.39624023438,3.228
Suriname,4497.99418510318,8.0230255
Svalbard,-1.0,-1.0
Sweden,51652.8181092811,12.28
Switzerland,70650.760298422,13.33
Syria,-1.0,6.3780026
Tajikistan,883.221975073138,11.201177
Tanzania,597.981872558594,5.335
Thailand,4297.93447743939,7.71
Timor-Leste,-1.0,-1.0
Togo,468.332167095986,3.64
Tokelau,-1.0,-1.0
Tonga,3620.13643908588,10.92
Trinidad and Tobago,10886.1816123318,10.64
Tunisia,3334.69499654786,6.82
Turkiye,9534.73734440973,-1.0
Turkmenistan,3062.0726371186,10.849624
Turks and Caicos Islands,-1.0,-1.0
Tuvalu,-1.0,9.585258
Uganda,639.725790235336,5.135
Ukraine,2911.00708007813,11.443548
United Arab Emirates,43434.61702074,9.999091
United Kingdom,35752.9581965813,13.19
United States,42638.6496995193,13.1
United States Minor Outlying Islands,-1.0,-1.0
Uruguay,13377.3168420144,8.4
US Virgin Islands,-1.0,-1.0
Uzbekistan,1667.13084700398,11.075052
Vanuatu,2804.42282382748,6.1521015
Vatican City,-1.0,-1.0
Venezuela,-1.0,9.12
Vietnam,-1.0,7.72
Wallis and Futuna,-1.0,-1.0
Yemen,-1.0,3.1197927
Zambia,1169.48491963674,6.3920126
Zimbabwe,765.566001364165,7.7679996
