COUNTRY,INCOME,AVG_YR_SCH
Afghanistan,-1.0,1.2640523
Albania,1038.95668573873,8.750522
Algeria,1293.3621217308,5.609091
American Samoa,-1.0,-1.0
Andorra,-1.0,9.814466
Angola,201.408987854966,3.4257457
Anguilla,-1.0,-1.0
Antarctica,-1.0,-1.0
Antigua and Barbuda,-1.0,9.202074
Argentina,6406.18525429777,8.802
Armenia,516.236396537819,10.4919405
Aruba,18299.4364967131,-1.0
Australia,17264.5748283029,11.285493
Austria,20391.6238651787,11.106429
Azerbaijan,382.17217253398,10.3
Azores,-1.0,-1.0
Bahamas,-1.0,11.04
Bahrain,9632.06984407326,8.045
Bangladesh,377.271681929373,4.283905
Barbados,10176.2059930688,8.99
Belarus,1077.72341662085,10.38321
Belgium,19849.0863318723,10.541527
Belize,3731.0630112765,7.1692853
Benin,394.708634276437,2.29
Bermuda,-1.0,-1.0
Bhutan,630.662966004808,-1.0
Bolivia,834.426839897653,7.098889
Bonaire,-1.0,-1.0
Bosnia and Herzegovina,1353.68677307823,6.612996
Botswana,2808.35278667606,7.61
Bouvet Island,-1.0,-1.0
Brazil,3082.35837523992,5.272178
British Indian Ocean Territory,-1.0,-1.0
British Virgin Islands,-1.0,-1.0
Brunei Darussalam,12227.5979676648,-1.0
Bulgaria,1373.01513260038,9.743333
Burkina Faso,232.918428589877,-1.0
Burundi,98.6728780132622,1.998889
Cabo Verde,1027.10501029724,-1.0
Cambodia,268.383622166816,3.3727612
Cameroon,548.347901488788,2.9812214
Canada,19386.4454096933,12.486
Canarias,-1.0,-1.0
Cayman Islands,-1.0,-1.0
Central African Republic,215.699566108565,2.5931304
Chad,136.982975223175,1.2802103
Chile,4063.58100622709,9.1479845
China,798.025383405993,6.12
Christmas Island,-1.0,-1.0
Cocos Islands,-1.0,-1.0
Colombia,2063.86247702728,6.862727
Comoros,605.119566351979,2.715688
Congo,-1.0,7.2626224
Congo DRC,-1.0,-1.0
Cook Islands,-1.0,-1.0
Costa Rica,3413.93382152751,7.558133
Côte d'Ivoire,-1.0,-1.0
Croatia,3943.35817329509,9.623
Cuba,2338.77191896233,9.997319
Curacao,-1.0,-1.0
Cyprus,11346.9306640625,9.91
Czech Republic,-1.0,-1.0
Denmark,24662.6292359806,12.475
Djibouti,730.85804451327,1.506125
Dominica,4041.90285837179,7.636415
Dominican Republic,2603.61482373418,6.4650903
Ecuador,1005.22709522393,7.320588
Egypt,-1.0,6.366
El Salvador,1824.9580712908,4.975714
Equatorial Guinea,-112.762251329304,6.3937097
Eritrea,269.089024070989,-1.0
Estonia,3360.6780606812,12.18
Eswatini,1432.56744711134,5.581897
Ethiopia,91.8095613264069,1.4826058
Falkland Islands,-1.0,-1.0
Faroe Islands,-1.0,-1.0
Fiji,1783.38134371882,8.253636
Finland,20068.2619091976,11.418462
France,19328.451350652,9.471429
French Guiana,-1.0,-1.0
French Polynesia,16448.8694218831,-1.0
French Southern Territories,-1.0,-1.0
Gabon,1352.08680100103,6.15
Gambia,-1.0,2.2389956
Georgia,653.508992813547,11.805938
Germany,19549.4418424554,12.419764
Ghana,190.625148992022,5.2225313
Gibraltar,-1.0,-1.0
Glorioso Islands,-1.0,-1.0
Greece,-1.0,9.103572
Greenland,-1.0,-1.0
Grenada,-1.0,-1.0
Guadeloupe,-1.0,-1.0
Guam,-1.0,-1.0
Guatemala,1482.53620301234,3.9170294
Guernsey,-1.0,-1.0
Guinea,300.306605856155,1.4442858
Guinea-Bissau,239.556901162713,-1.0
Guyana,746.27797399849,6.010992
Haiti,811.541261147119,3.7363245
Heard Island and McDonald Islands,-1.0,-1.0
Honduras,987.479239459328,4.597075
Hungary,3455.92988548547,10.170909
Iceland,-1.0,11.737202
India,387.700910295067,4.14268
Indonesia,616.192538040559,5.95125
Iran,-1.0,8.458446
Iraq,1533.19546294735,5.60382
Ireland,19929.9495267146,10.53
Isle of Man,-1.0,-1.0
Israel,17005.3560661161,10.590501
Italy,17082.6588181971,8.754293
Jamaica,3036.42713344452,7.5214996
Japan,30664.4104411987,12.085
Jersey,-1.0,-1.0
Jordan,1463.00954780363,7.35957
Juan De Nova Island,-1.0,-1.0
Kazakhstan,705.906403475366,9.7875
Kenya,333.470737886325,5.4268475
Kiribati,1169.42508581754,7.5410333
Kuwait,19441.3706524212,6.212345
Kyrgyzstan,-1.0,10.347
Laos,-1.0,4.247836
Latvia,2394.04288065909,11.47105
Lebanon,3524.82831261754,-1.0
Lesotho,505.38578639148,5.003951
Liberia,174.259462958923,3.525027
Libya,-1.0,5.58
Liechtenstein,-1.0,11.15
Lithuania,2714.04964885985,10.948381
Luxembourg,37783.6626711242,10.556
Madagascar,243.805494710812,3.902891
Madeira,-1.0,-1.0
Malawi,121.25011876388,3.0139318
Malaysia,2594.38955895202,8.42
Maldives,1871.10485411742,3.4692376
Mali,229.34243939637,1.1843649
Malta,-1.0,7.47
Marshall Islands,-1.0,-1.0
Martinique,-1.0,-1.0
Mauritania,644.915605349912,3.018759
Mauritius,3468.99939043901,6.3
Mayotte,-1.0,-1.0
Mexico,5915.82171011882,6.66
Micronesia,-1.0,-1.0
Moldova,339.604030482505,10.2699175
Monaco,-1.0,-1.0
Mongolia,416.437241856331,9.04
Montenegro,-1.0,-1.0
Montserrat,-1.0,-1.0
Morocco,1202.2734375,3.26
Mozambique,248.090708794552,1.7540362
Myanmar,134.26295271468,2.8332047
Namibia,1923.52077761141,5.7910004
Nauru,-1.0,7.0203304
Nepal,217.18376108118,2.894951
Netherlands,21979.6297414795,11.79
New Caledonia,9342.19703039194,-1.0
New Zealand,10713.4770884593,12.8029995
Nicaragua,898.196562656091,6.8503585
Niger,195.255405742795,1.1608752
Nigeria,397.565555206536,4.514022
Niue,-1.0,-1.0
Norfolk Island,-1.0,-1.0
North Korea,-1.0,-1.0
North Macedonia,1494.47003449657,6.6775
Northern Mariana Islands,-1.0,-1.0
Norway,27940.5096356811,12.081429
Oman,4500.18310215855,5.4211674
Pakistan,461.235323418618,3.3223433
Palau,-1.0,12.064454
Palestinian Territory,-1.0,-1.0
Panama,3573.90005599762,7.88
Papua New Guinea,431.644613913912,3.3647778
Paraguay,1300.22100378123,6.7936363
Peru,1699.61908742415,8.363637
Philippines,1062.23795311658,7.57
Pitcairn,-1.0,-1.0
Poland,3847.90105765596,11.242838
Portugal,9581.17096553655,6.79
Puerto Rico,-1.0,-1.0
Qatar,17659.536148385,7.651637
Réunion,-1.0,-1.0
Romania,1282.58843809436,9.482
Russian Federation,1279.40368652344,-1.0
Rwanda,214.272598947912,2.4563432
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,-1.0
Saint Lucia,-1.0,7.464737
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,9.396341
Samoa,-1.0,10.845548
San Marino,-1.0,8.997858
Sao Tome and Principe,-1.0,4.6345816
Saudi Arabia,9199.63180798168,6.67
Senegal,527.524678290571,1.7161556
Serbia,-1.0,7.440111
Seychelles,6311.23413271491,10.273938
Sierra Leone,110.861463407682,2.7734256
Singapore,20280.9491535277,9.475
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,9.95
Slovenia,8153.55888836723,10.50077
Solomon Islands,866.530479716203,5.09211
Somalia,-1.0,-1.0
South Africa,2656.25521890843,7.4635396
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,10.62
South Sudan,-1.0,-1.0
Spain,12777.7244687468,7.8492312
Sri Lanka,778.140558364358,10.560603
Sudan,-1.0,2.44
Suriname,1516.51317862837,-1.0
Svalbard,-1.0,-1.0
Sweden,25025.3806730763,11.446667
Switzerland,32930.9796571308,10.637678
Syria,-1.0,4.3641014
Tajikistan,-1.0,10.8
Tanzania,335.638946533203,4.22966
Thailand,1575.22177545893,5.6643767
Timor-Leste,-1.0,-1.0
Togo,256.981282741408,3.084269
Tokelau,-1.0,-1.0
Tonga,1851.12116613723,10.046
Trinidad and Tobago,4388.6970475147,8.944445
Tunisia,1703.89721062731,4.9486237
Turkiye,3462.85770869955,-1.0
Turkmenistan,263.401821467937,10.9186325
Turks and Caicos Islands,-1.0,-1.0
Tuvalu,-1.0,8.295365
Uganda,206.23562626517,3.9454544
Ukraine,488.089263916016,10.842539
United Arab Emirates,27273.9591576502,8.478623
United Kingdom,24401.0204331573,10.700332
United States,31166.9381412414,12.96
United States Minor Outlying Islands,-1.0,-1.0
Uruguay,6809.49216466662,8.315714
US Virgin Islands,-1.0,-1.0
Uzbekistan,447.157279406512,10.061572
Vanuatu,1270.40476291894,-1.0
Vatican City,-1.0,-1.0
Venezuela,-1.0,7.821818
Vietnam,-1.0,5.6383553
Wallis and Futuna,-1.0,-1.0
Yemen,-1.0,1.337054
Zambia,257.421405982197,5.390482
Zimbabwe,306.833691535569,6.544
