COUNTRY,INCOME
Afghanistan,-1.0
Albania,1038.95668573873
Algeria,1293.3621217308
American Samoa,-1.0
Andorra,-1.0
Angola,201.408987854966
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,-1.0
Argentina,6406.18525429777
Armenia,516.236396537819
Aruba,18299.4364967131
Australia,17264.5748283029
Austria,20391.6238651787
Azerbaijan,382.17217253398
Azores,-1.0
Bahamas,-1.0
Bahrain,9632.06984407326
Bangladesh,377.271681929373
Barbados,10176.2059930688
Belarus,1077.72341662085
Belgium,19849.0863318723
Belize,3731.0630112765
Benin,394.708634276437
Bermuda,-1.0
Bhutan,630.662966004808
Bolivia,834.426839897653
Bonaire,-1.0
Bosnia and Herzegovina,1353.68677307823
Botswana,2808.35278667606
Bouvet Island,-1.0
Brazil,3082.35837523992
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,12227.5979676648
Bulgaria,1373.01513260038
Burkina Faso,232.918428589877
Burundi,98.6728780132622
Cabo Verde,1027.10501029724
Cambodia,268.383622166816
Cameroon,548.347901488788
Canada,19386.4454096933
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,215.699566108565
Chad,136.982975223175
Chile,4063.58100622709
China,798.025383405993
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,2063.86247702728
Comoros,605.119566351979
Congo,-1.0
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,3413.93382152751
Côte d'Ivoire,-1.0
Croatia,3943.35817329509
Cuba,2338.77191896233
Curacao,-1.0
Cyprus,11346.9306640625
Czech Republic,-1.0
Denmark,24662.6292359806
Djibouti,730.85804451327
Dominica,4041.90285837179
Dominican Republic,2603.61482373418
Ecuador,1005.22709522393
Egypt,-1.0
El Salvador,1824.9580712908
Equatorial Guinea,-112.762251329304
Eritrea,269.089024070989
Estonia,3360.6780606812
Eswatini,1432.56744711134
Ethiopia,91.8095613264069
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,1783.38134371882
Finland,20068.2619091976
France,19328.451350652
French Guiana,-1.0
French Polynesia,16448.8694218831
French Southern Territories,-1.0
Gabon,1352.08680100103
Gambia,-1.0
Georgia,653.508992813547
Germany,19549.4418424554
Ghana,190.625148992022
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,-1.0
Greenland,-1.0
Grenada,-1.0
Guadeloupe,-1.0
Guam,-1.0
Guatemala,1482.53620301234
Guernsey,-1.0
Guinea,300.306605856155
Guinea-Bissau,239.556901162713
Guyana,746.27797399849
Haiti,811.541261147119
Heard Island and McDonald Islands,-1.0
Honduras,987.479239459328
Hungary,3455.92988548547
Iceland,-1.0
India,387.700910295067
Indonesia,616.192538040559
Iran,-1.0
Iraq,1533.19546294735
Ireland,19929.9495267146
Isle of Man,-1.0
Israel,17005.3560661161
Italy,17082.6588181971
Jamaica,3036.42713344452
Japan,30664.4104411987
Jersey,-1.0
Jordan,1463.00954780363
Juan De Nova Island,-1.0
Kazakhstan,705.906403475366
Kenya,333.470737886325
Kiribati,1169.42508581754
Kuwait,19441.3706524212
Kyrgyzstan,-1.0
Laos,-1.0
Latvia,2394.04288065909
Lebanon,3524.82831261754
Lesotho,505.38578639148
Liberia,174.259462958923
Libya,-1.0
Liechtenstein,-1.0
Lithuania,2714.04964885985
Luxembourg,37783.6626711242
Madagascar,243.805494710812
Madeira,-1.0
Malawi,121.25011876388
Malaysia,2594.38955895202
Maldives,1871.10485411742
Mali,229.34243939637
Malta,-1.0
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,644.915605349912
Mauritius,3468.99939043901
Mayotte,-1.0
Mexico,5915.82171011882
Micronesia,-1.0
Moldova,339.604030482505
Monaco,-1.0
Mongolia,416.437241856331
Montenegro,-1.0
Montserrat,-1.0
Morocco,1202.2734375
Mozambique,248.090708794552
Myanmar,134.26295271468
Namibia,1923.52077761141
Nauru,-1.0
Nepal,217.18376108118
Netherlands,21979.6297414795
New Caledonia,9342.19703039194
New Zealand,10713.4770884593
Nicaragua,898.196562656091
Niger,195.255405742795
Nigeria,397.565555206536
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,1494.47003449657
Northern Mariana Islands,-1.0
Norway,27940.5096356811
Oman,4500.18310215855
Pakistan,461.235323418618
Palau,-1.0
Palestinian Territory,-1.0
Panama,3573.90005599762
Papua New Guinea,431.644613913912
Paraguay,1300.22100378123
Peru,1699.61908742415
Philippines,1062.23795311658
Pitcairn,-1.0
Poland,3847.90105765596
Portugal,9581.17096553655
Puerto Rico,-1.0
Qatar,17659.536148385
Réunion,-1.0
Romania,1282.58843809436
Russian Federation,1279.40368652344
Rwanda,214.272598947912
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,-1.0
Saint Lucia,-1.0
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,-1.0
Samoa,-1.0
San Marino,-1.0
Sao Tome and Principe,-1.0
Saudi Arabia,9199.63180798168
Senegal,527.524678290571
Serbia,-1.0
Seychelles,6311.23413271491
Sierra Leone,110.861463407682
Singapore,20280.9491535277
Sint Maarten,-1.0
Slovakia,-1.0
Slovenia,8153.55888836723
Solomon Islands,866.530479716203
Somalia,-1.0
South Africa,2656.25521890843
South Georgia and South Sandwich Islands,-1.0
South Korea,-1.0
South Sudan,-1.0
Spain,12777.7244687468
Sri Lanka,778.140558364358
Sudan,-1.0
Suriname,1516.51317862837
Svalbard,-1.0
Sweden,25025.3806730763
Switzerland,32930.9796571308
Syria,-1.0
Tajikistan,-1.0
Tanzania,335.638946533203
Thailand,1575.22177545893
Timor-Leste,-1.0
Togo,256.981282741408
Tokelau,-1.0
Tonga,1851.12116613723
Trinidad and Tobago,4388.6970475147
Tunisia,1703.89721062731
Turkiye,3462.85770869955
Turkmenistan,263.401821467937
Turks and Caicos Islands,-1.0
Tuvalu,-1.0
Uganda,206.23562626517
Ukraine,488.089263916016
United Arab Emirates,27273.9591576502
United Kingdom,24401.0204331573
United States,31166.9381412414
United States Minor Outlying Islands,-1.0
Uruguay,6809.49216466662
US Virgin Islands,-1.0
Uzbekistan,447.157279406512
Vanuatu,1270.40476291894
Vatican City,-1.0
Venezuela,-1.0
Vietnam,-1.0
Wallis and Futuna,-1.0
Yemen,-1.0
Zambia,257.421405982197
Zimbabwe,306.833691535569
