COUNTRY,INCOME
Afghanistan,-1.0
Albania,3229.97720153639
Algeria,2803.43890393345
American Samoa,-1.0
Andorra,-1.0
Angola,1478.4063251158
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,-1.0
Argentina,6089.63514482018
Armenia,2742.2644353312
Aruba,20093.6724534741
Australia,31382.2393639742
Austria,39159.0057763079
Azerbaijan,2062.96893153505
Azores,-1.0
Bahamas,-1.0
Bahrain,14993.4046608864
Bangladesh,523.447677871554
Barbados,14675.7110814205
Belarus,4001.68209021382
Belgium,36972.4891243131
Belize,4166.88710985005
Benin,792.432260281043
Bermuda,-1.0
Bhutan,1490.05311668865
Bolivia,1073.29450311568
Bonaire,-1.0
Bosnia and Herzegovina,3561.93572650694
Botswana,4105.80263327211
Bouvet Island,-1.0
Brazil,6067.29781894341
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,22117.3325316646
Bulgaria,4613.52183071815
Burkina Faso,472.73163949114
Burundi,87.2047435702503
Cabo Verde,2624.58579043379
Cambodia,561.046525678652
Cameroon,1050.96214175932
Canada,36533.9174595096
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,352.432049096167
Chad,451.422517743636
Chile,6979.39216441626
China,2168.19688996975
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,3853.66633746531
Comoros,1190.09957035199
Congo,-1.0
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,5619.10713675984
Côte d'Ivoire,-1.0
Croatia,11429.3127019484
Cuba,4022.41406854554
Curacao,-1.0
Cyprus,25734.27734375
Czech Republic,-1.0
Denmark,47977.5006886183
Djibouti,904.552052195237
Dominica,5293.75130553588
Dominican Republic,4140.25249132204
Ecuador,2507.78356797942
Egypt,-1.0
El Salvador,2518.39436404851
Equatorial Guinea,4242.42952564491
Eritrea,425.357713875939
Estonia,13193.380317423
Eswatini,2792.68820769238
Ethiopia,164.869009970987
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,3342.76977942814
Finland,40174.2561587458
France,35491.3127777672
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,3432.4459587109
Gambia,-1.0
Georgia,2296.38342566169
Germany,35163.3139253451
Ghana,868.573341808799
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,23908.7849932158
Greenland,-1.0
Grenada,-1.0
Guadeloupe,-1.0
Guam,-1.0
Guatemala,2103.35674958001
Guernsey,-1.0
Guinea,548.990152794496
Guinea-Bissau,369.577084856555
Guyana,3221.06477242667
Haiti,983.526640081966
Heard Island and McDonald Islands,-1.0
Honduras,1416.75986702258
Hungary,10606.1127614677
Iceland,-1.0
India,890.258418756608
Indonesia,1305.28325472612
Iran,-1.0
Iraq,2305.8611261486
Ireland,44491.2338100507
Isle of Man,-1.0
Israel,21284.105690416
Italy,31664.0346196455
Jamaica,4047.62533752347
Japan,28372.3576600453
Jersey,-1.0
Jordan,2410.79966564894
Juan De Nova Island,-1.0
Kazakhstan,4151.74143039249
Kenya,695.143847546551
Kiribati,1757.94377606364
Kuwait,42830.2908276856
Kyrgyzstan,-1.0
Laos,-1.0
Latvia,10669.3749667812
Lebanon,4465.90891619742
Lesotho,1102.99345372977
Liberia,199.688016781424
Libya,8271.09389811083
Liechtenstein,-1.0
Lithuania,10359.4260498631
Luxembourg,81562.14558327
Madagascar,355.145095261062
Madeira,-1.0
Malawi,267.838139420418
Malaysia,5168.77782550074
Maldives,4324.05645486568
Mali,469.514837098652
Malta,-1.0
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,1102.7492108824
Mauritius,6094.64944433375
Mayotte,-1.0
Mexico,7668.30164523624
Micronesia,-1.0
Moldova,1435.21838320135
Monaco,-1.0
Mongolia,1245.58654029045
Montenegro,5340.97205673705
Montserrat,-1.0
Morocco,2259.54272460938
Mozambique,408.94133528002
Myanmar,252.14641443627
Namibia,3597.38743785319
Nauru,-1.0
Nepal,371.448997861793
Netherlands,42859.0832777036
New Caledonia,-1.0
New Zealand,25405.1507435272
Nicaragua,1207.22546775977
Niger,403.250294265174
Nigeria,1482.60368451609
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,3023.50288522333
Northern Mariana Islands,-1.0
Norway,66289.581049112
Oman,9508.45427508192
Pakistan,730.381902261742
Palau,-1.0
Palestinian Territory,-1.0
Panama,5398.48876464385
Papua New Guinea,949.037117992784
Paraguay,2708.90194271378
Peru,2841.78863982751
Philippines,1632.71253499643
Pitcairn,-1.0
Poland,9386.70787095303
Portugal,18495.4244168945
Puerto Rico,-1.0
Qatar,45383.6030206788
Réunion,-1.0
Romania,6573.7789876148
Russian Federation,7270.67919921875
Rwanda,358.649404184835
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,-1.0
Saint Lucia,-1.0
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,-1.0
Samoa,2568.68767072079
San Marino,-1.0
Sao Tome and Principe,789.924840982233
Saudi Arabia,14524.0651102825
Senegal,1058.53562820913
Serbia,4786.63581651988
Seychelles,9958.31972621513
Sierra Leone,333.096720120328
Singapore,32959.45037083
Sint Maarten,-1.0
Slovakia,-1.0
Slovenia,18967.7122549357
Solomon Islands,1212.99544931404
Somalia,-1.0
South Africa,5334.00992114111
South Georgia and South Sandwich Islands,-1.0
South Korea,-1.0
South Sudan,-1.0
Spain,27377.4783436333
Sri Lanka,1464.28480233229
Sudan,-1.0
Suriname,4329.07809012531
Svalbard,-1.0
Sweden,46849.5373137718
Switzerland,51128.2979377903
Syria,-1.0
Tajikistan,610.39316264207
Tanzania,471.202667236328
Thailand,3157.44993023917
Timor-Leste,-1.0
Togo,371.513117231301
Tokelau,-1.0
Tonga,2615.27883839251
Trinidad and Tobago,11792.3113785676
Tunisia,2807.89780682694
Turkiye,8093.66040175514
Turkmenistan,1439.07028045935
Turks and Caicos Islands,-1.0
Tuvalu,-1.0
Uganda,300.274582189524
Ukraine,2552.73315429688
United Arab Emirates,39986.8541720853
United Kingdom,42710.9708799221
United States,40525.8197474918
United States Minor Outlying Islands,-1.0
Uruguay,6805.54410544202
US Virgin Islands,-1.0
Uzbekistan,664.272004884738
Vanuatu,2035.04706913776
Vatican City,-1.0
Venezuela,-1.0
Vietnam,-1.0
Wallis and Futuna,-1.0
Yemen,-1.0
Zambia,688.941663414731
Zimbabwe,119.859519413723
