COUNTRY,INCOME,AVG_YR_SCH
Afghanistan,-1.0,1.6690171
Albania,3229.97720153639,9.214286
Algeria,2803.43890393345,6.23
American Samoa,-1.0,-1.0
Andorra,-1.0,10.44
Angola,1478.4063251158,3.707195
Anguilla,-1.0,-1.0
Antarctica,-1.0,-1.0
Antigua and Barbuda,-1.0,10.126504
Argentina,6089.63514482018,10.299999
Armenia,2742.2644353312,10.91
Aruba,20093.6724534741,-1.0
Australia,31382.2393639742,11.71
Austria,39159.0057763079,11.53
Azerbaijan,2062.96893153505,10.58
Azores,-1.0,-1.0
Bahamas,-1.0,11.613999
Bahrain,14993.4046608864,8.133333
Bangladesh,523.447677871554,4.88
Barbados,14675.7110814205,9.572071
Belarus,4001.68209021382,11.00546
Belgium,36972.4891243131,11.115001
Belize,4166.88710985005,9.014
Benin,792.432260281043,2.5234168
Bermuda,-1.0,-1.0
Bhutan,1490.05311668865,-1.0
Bolivia,1073.29450311568,7.0499997
Bonaire,-1.0,-1.0
Bosnia and Herzegovina,3561.93572650694,6.7962227
Botswana,4105.80263327211,8.516
Bouvet Island,-1.0,-1.0
Brazil,6067.29781894341,6.5
British Indian Ocean Territory,-1.0,-1.0
British Virgin Islands,-1.0,-1.0
Brunei Darussalam,22117.3325316646,-1.0
Bulgaria,4613.52183071815,10.54
Burkina Faso,472.73163949114,0.98
Burundi,87.2047435702503,2.3761113
Cabo Verde,2624.58579043379,-1.0
Cambodia,561.046525678652,3.93
Cameroon,1050.96214175932,3.49
Canada,36533.9174595096,13.368
Canarias,-1.0,-1.0
Cayman Islands,-1.0,-1.0
Central African Republic,352.432049096167,3.0682354
Chad,451.422517743636,1.648
Chile,6979.39216441626,9.81
China,2168.19688996975,6.778
Christmas Island,-1.0,-1.0
Cocos Islands,-1.0,-1.0
Colombia,3853.66633746531,7.19
Comoros,1190.09957035199,3.8157754
Congo,-1.0,7.5296307
Congo DRC,-1.0,-1.0
Cook Islands,-1.0,-1.0
Costa Rica,5619.10713675984,8.01
Côte d'Ivoire,-1.0,-1.0
Croatia,11429.3127019484,10.656
Cuba,4022.41406854554,10.835
Curacao,-1.0,-1.0
Cyprus,25734.27734375,11.19
Czech Republic,-1.0,-1.0
Denmark,47977.5006886183,12.65
Djibouti,904.552052195237,2.175971
Dominica,5293.75130553588,8.462527
Dominican Republic,4140.25249132204,7.17
Ecuador,2507.78356797942,7.72
Egypt,-1.0,6.659091
El Salvador,2518.39436404851,5.63
Equatorial Guinea,4242.42952564491,7.0569363
Eritrea,425.357713875939,4.695981
Estonia,13193.380317423,13.22
Eswatini,2792.68820769238,5.04106
Ethiopia,164.869009970987,2.02
Falkland Islands,-1.0,-1.0
Faroe Islands,-1.0,-1.0
Fiji,3342.76977942814,9.24
Finland,40174.2561587458,12.28
France,35491.3127777672,10.57
French Guiana,-1.0,-1.0
French Polynesia,-1.0,-1.0
French Southern Territories,-1.0,-1.0
Gabon,3432.4459587109,7.18
Gambia,-1.0,2.8623137
Georgia,2296.38342566169,12.21
Germany,35163.3139253451,13.68
Ghana,868.573341808799,5.5803556
Gibraltar,-1.0,-1.0
Glorioso Islands,-1.0,-1.0
Greece,23908.7849932158,10.06
Greenland,-1.0,-1.0
Grenada,-1.0,8.860116
Guadeloupe,-1.0,-1.0
Guam,-1.0,-1.0
Guatemala,2103.35674958001,3.8416667
Guernsey,-1.0,-1.0
Guinea,548.990152794496,1.5392858
Guinea-Bissau,369.577084856555,2.418591
Guyana,3221.06477242667,6.837247
Haiti,983.526640081966,4.4536986
Heard Island and McDonald Islands,-1.0,-1.0
Honduras,1416.75986702258,4.95
Hungary,10606.1127614677,11.32
Iceland,-1.0,12.650001
India,890.258418756608,4.742007
Indonesia,1305.28325472612,7.02
Iran,-1.0,9.63
Iraq,2305.8611261486,6.1694436
Ireland,44491.2338100507,11.35
Isle of Man,-1.0,-1.0
Israel,21284.105690416,12.38
Italy,31664.0346196455,9.53
Jamaica,4047.62533752347,8.106
Japan,28372.3576600453,12.3965
Jersey,-1.0,-1.0
Jordan,2410.79966564894,9.176001
Juan De Nova Island,-1.0,-1.0
Kazakhstan,4151.74143039249,11.52
