COUNTRY,AVG_YR_SCH
Afghanistan,2.4128733
Albania,9.9767
Algeria,6.6602025
American Samoa,-1.0
Andorra,10.735001
Angola,5.5210996
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,11.597876
Argentina,11.015
Armenia,11.19
Aruba,-1.0
Australia,12.32
Austria,12.16
Azerbaijan,10.64
Azores,-1.0
Bahamas,12.458781
Bahrain,9.59
Bangladesh,6.27
Barbados,9.773
Belarus,11.95
Belgium,12.24
Belize,8.894058
Benin,2.65025
Bermuda,-1.0
Bhutan,4.06
Bolivia,9.395
Bonaire,-1.0
Bosnia and Herzegovina,9.75
Botswana,10.18
Bouvet Island,-1.0
Brazil,7.85
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,-1.0
Bulgaria,11.24
Burkina Faso,1.7624999
Burundi,2.8
Cabo Verde,-1.0
Cambodia,4.2341847
Cameroon,6.2672462
Canada,13.757999
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,3.8824422
Chad,2.138216
Chile,10.59
China,7.7219553
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,8.360001
Comoros,5.304196
Congo,8.194481
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8.64
Côte d'Ivoire,-1.0
Croatia,11.633748
Cuba,10.902586
Curacao,-1.0
Cyprus,12.184999
Czech Republic,-1.0
Denmark,13.009999
Djibouti,3.62665
Dominica,9.650072
Dominican Republic,8.981827
Ecuador,8.77
Egypt,9.05
El Salvador,6.83
Equatorial Guinea,8.1100025
Eritrea,4.621584
Estonia,13.56
Eswatini,7.7047524
Ethiopia,2.4110367
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,10.63
Finland,12.74
France,11.41
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,9.208
Gambia,3.9941003
Georgia,12.87
Germany,14.1050005
Ghana,6.1205
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,10.54
Greenland,-1.0
Grenada,9.317459
Guadeloupe,-1.0
Guam,-1.0
Guatemala,5.3067846
Guernsey,-1.0
Guinea,2.58096
Guinea-Bissau,3.5840366
Guyana,8.271741
Haiti,5.3823
Heard Island and McDonald Islands,-1.0
Honduras,6.4100003
Hungary,11.9800005
Iceland,13.549999
India,6.0139446
Indonesia,8.23959
Iran,10.4151745
Iraq,6.6577
Ireland,11.43
Isle of Man,-1.0
Israel,13.148768
Italy,10.482
Jamaica,9.269042
Japan,12.628
Jersey,-1.0
Jordan,10.68364
Juan De Nova Island,-1.0
Kazakhstan,12.1392565
Kenya,7.511402
Kiribati,8.99181
Kuwait,7.19
Kyrgyzstan,11.656916
Laos,5.66596
Latvia,13.055
Lebanon,10.158182
Lesotho,7.021283
Liberia,5.0237236
Libya,7.7986326
Liechtenstein,12.207704
Lithuania,13.19
Luxembourg,12.502417
Madagascar,5.024294
Madeira,-1.0
Malawi,5.273548
Malaysia,10.463333
Maldives,6.78491
Mali,1.6999999
Malta,11.565001
Marshall Islands,11.287037
Martinique,-1.0
Mauritania,4.431363
Mauritius,9.65789
Mayotte,-1.0
Mexico,8.74
Micronesia,-1.0
Moldova,11.753333
Monaco,-1.0
Mongolia,10.796043
Montenegro,12.162994
Montserrat,-1.0
Morocco,5.648
Mozambique,3.06
Myanmar,5.3595667
Namibia,7.0879745
Nauru,8.775475
Nepal,3.9336367
Netherlands,12.25
New Caledonia,-1.0
New Zealand,13.2325
Nicaragua,9.320803
Niger,1.3115917
Nigeria,6.957065
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,11.400082
Northern Mariana Islands,-1.0
Norway,12.95
Oman,10.56
Pakistan,5.12
Palau,13.057321
Palestinian Territory,-1.0
Panama,10.26
Papua New Guinea,4.8097744
Paraguay,8.47
Peru,9.536667
Philippines,8.18
Pitcairn,-1.0
Poland,13.04
Portugal,9.22
Puerto Rico,-1.0
Qatar,9.73
Réunion,-1.0
Romania,11.15
Russian Federation,-1.0
Rwanda,4.2517166
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,10.8494005
Saint Lucia,8.486667
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,10.83
Samoa,11.47135
San Marino,10.691018
Sao Tome and Principe,5.709864
Saudi Arabia,10.22
Senegal,2.83
Serbia,11.16
Seychelles,11.102309
Sierra Leone,3.50985
Singapore,11.34
Sint Maarten,-1.0
Slovakia,12.77
Slovenia,12.7
Solomon Islands,5.792634
Somalia,-1.0
South Africa,10.14
South Georgia and South Sandwich Islands,-1.0
South Korea,12.317497
South Sudan,5.73
Spain,10.075001
Sri Lanka,10.57
Sudan,3.72
Suriname,8.265618
Svalbard,-1.0
Sweden,12.49
Switzerland,13.735
Syria,6.050666
Tajikistan,11.42
Tanzania,5.55729
Thailand,8.344999
Timor-Leste,-1.0
Togo,4.85858
Tokelau,-1.0
Tonga,10.86855
Trinidad and Tobago,10.723318
Tunisia,7.411305
Turkiye,-1.0
Turkmenistan,10.951545
Turks and Caicos Islands,-1.0
Tuvalu,10.288835
Uganda,5.974164
Ukraine,11.151165
United Arab Emirates,12.06
United Kingdom,13.16
United States,13.41329
United States Minor Outlying Islands,-1.0
Uruguay,8.83
US Virgin Islands,-1.0
Uzbekistan,11.72
Vanuatu,6.770928
Vatican City,-1.0
Venezuela,10.136143
Vietnam,8.259999
Wallis and Futuna,-1.0
Yemen,4.3409686
Zambia,6.9383016
Zimbabwe,8.46
